Game#,Date,Away Team,Away Score,Home Team,Home Score,Away Division,Home Division,Game Type
,27-Jan-25,Hackers,2,Seals 6A,7,Division 6B,Division 6A,REG
,27-Jan-25,Jokres,2,Piranhas,6,Division 5D,Division 5D,REG
,27-Jan-25,PussyCats,7,Stingers,4,Division 6A,Division 6A,REG
,27-Jan-25,Flying Monkeys,4,Real Bacon,1,Division 6B,Division 6B,REG
,27-Jan-25,Honey Badgers,1,Greenhorns,5,Division 6B,Division 6B,REG
,27-Jan-25,Fossils,0,Reapers,3,Division 5D,Division 5D,REG
,28-Jan-25,Red Hots,6,Blue Footed Bloobies,6,Women's Division Winter 2025,Women's Division Winter 2025,REG
,28-Jan-25,LLUA,5,Wolves,3,Division 4C,Division 4C,REG
,28-Jan-25,Dirty Couch Hockey Club,,Monarchs 5D,,Division 5D,Division 5D,
,28-Jan-25,40+ Advanced White,1,40+ Advanced Sky Blue,6,40+ Advanced Winter 2025,40+ Advanced Winter 2025,REG
,28-Jan-25,White Yetis,6,Black Sheesh,6,Women's Division Winter 2025,Women's Division Winter 2025,REG
,28-Jan-25,Goal Diggers,0,Skateful Dead,6,Division 4A,Division 4A,REG
,28-Jan-25,40+ Advanced Green,2,40+ Advanced Black,6,40+ Advanced Winter 2025,40+ Advanced Winter 2025,REG
,28-Jan-25,Dead Rabbits,5,Not Sure 5B,2,Division 5A,Division 5B,REG
,28-Jan-25,Rainier Reindeer HC-6A,,Squids,,Division 6A,Division 6A,
,28-Jan-25,40+ Advanced Grey,3,40+ Advanced Orange,4,40+ Advanced Winter 2025,40+ Advanced Winter 2025,REG
,28-Jan-25,Pineapple Express,5,Grey Dust Bunnies,3,Women's Division Winter 2025,Women's Division Winter 2025,REG
,29-Jan-25,Koronis Motors,7,Pull Tab Bandits,0,Division 2,Division 2,REG
,29-Jan-25,Maple Bars,2,Greasy Weasels,5,Division 4B,Division 4B,REG
,29-Jan-25,40+ Navy,2,40+ Yellow,3,40+ Winter 2025,40+ Winter 2025,REG
,29-Jan-25,The Herd,8,Shockers,3,Division 3B,Division 3B,REG
,29-Jan-25,40+ Orange,2,40+ White,4,40+ Winter 2025,40+ Winter 2025,REG
,29-Jan-25,Hooligans,6,Gamblers,2,Division 5B,Division 5B,REG
,29-Jan-25,Bombers,4,Sasquatch,1,Division 3B,Division 3B,REG
,29-Jan-25,Black Katz,1,Lumberjacks,6,Division 5C,Division 5C,REG
,29-Jan-25,40+ Red,1,40+ Sky Blue,6,40+ Winter 2025,40+ Winter 2025,REG
,29-Jan-25,Roughnecks - Game Theory,,Skeletons,,Division 5A,Division 5A,
,29-Jan-25,40+ Royal,4,40+ Grey,5,40+ Winter 2025,40+ Winter 2025,REG
,29-Jan-25,Kraken Up,6,Edible Arrangements,5,Division 4C,Division 4C,REG
,29-Jan-25,Chinooks,2,Breakers,3,Division 4A,Division 4A,REG
,30-Jan-25,Mavericks,5,Pheasants,2,Division 2,Division 2,REG
,30-Jan-25,BSOD,5,Yetis,8,Division 5C,Division 5C,REG
,30-Jan-25,Sabercats,5,Hosers,2,Division 3B,Division 4A,REG
,30-Jan-25,Bullets,2,Ice-O-Topes,4,Division 5B,Division 5B,REG
,30-Jan-25,Seattle Supernova,3,Falcons,5,Division 1,Division 1,REG
,30-Jan-25,Coconut Corgis,1,Schilling Cider,8,Division 4B,Division 4B,REG
,30-Jan-25,NW Stars,,Mustangs,,Division 1,Division 1,
,30-Jan-25,Fighting Narwhals,5,Northwest Crabs,4,Division 2,Division 2,REG
,30-Jan-25,Moose Knuckle,6,Seagulls,6,Division 4C,Division 5A,REG
,30-Jan-25,Mighty Geoducks,3,Red Dog,4,Division 2,Division 2,REG
,30-Jan-25,ESB,3,Brigade,4,Division 1,Division 1,REG
,1-Feb-25,The Quacken,3,Spicy Kittens,4,Division 9B,Division 9B,REG
,1-Feb-25,Mid-Ice Crisis,2,SEA Cucumbers,4,Division 9B,Division 9B,REG
,2-Feb-25,Hampton West Hockey Club,,BLU Bombers,,Division 8A,Division 8A,
,2-Feb-25,Fighting Mongooses,,Bandits,,Division 7B,Division 7B,
,2-Feb-25,Monarchs 6B,,Flying Monkeys,,Division 6B,Division 6B,
,2-Feb-25,Coyotes,,Birrds,,Division 7A,Division 7A,
,2-Feb-25,Blackouts,1,Seal Team Sticks,6,Division 9A,Division 9A,REG
,2-Feb-25,Golden Gobies,2,Iced Awesome,3,Division 8A,Division 8A,REG
,2-Feb-25,Trash Pandas Garbage Legacy,,Roughnecks Mobile Infantry,,Division 7A,Division 7A,
,2-Feb-25,Fluffy Bunnies,6,Scrooge McPuck,7,Division 8B,Division 8B,REG
,2-Feb-25,Renegades,,Coppernails-Cascade,,Division 5B,Cascade Hockey League 2024/25 Inter-League,
,2-Feb-25,Trash Pandas 6 Landis,1,Mighty Boosh,1,Division 6C,Division 6C,REG
,2-Feb-25,Seattle Freeze,6,Seattle Dogs,7,Division 7A,Division 7A,REG
,2-Feb-25,Rainiers,10,Khaos,2,Division 9A,Division 9A,REG
,2-Feb-25,Fighting Clams,,Yacht Flippers,,Division 8C,Division 8C,
,2-Feb-25,Rainier Reindeers HC-8,,Arctic Foxes,,Division 8C,Division 8C,
,2-Feb-25,Mighty Mallards,,United-Cascade,,Division 4A,Cascade Hockey League 2024/25 Inter-League,
,2-Feb-25,Royal Pains,4,Not Sure 7B,4,Division 7B,Division 7B,REG
,2-Feb-25,Hungry Hatchlings,1,Toe Dragons,1,Division 8C,Division 8C,REG
,2-Feb-25,Orcas,,Spittin'' Llamas,,Division 8C,Division 8C,
,2-Feb-25,Gremlins Hockey,3,Beer Dragons,0,Division 10,Division 10,REG
,2-Feb-25,Blades,,Raiders,,Division 6C,Division 6C,
,2-Feb-25,Los Tigres,,Mother Cluckers,,Division 8A,Division 8B,
,2-Feb-25,Moose Knuckle,,Kelly Days-Cascade,,Division 4C,Cascade Hockey League 2024/25 Inter-League,
,2-Feb-25,Purple Reign,7,Blackbirds,1,Division 9B,Division 9B,REG
,2-Feb-25,Sockeyes,,Seals Lower,,Division 8B,Division 8B,
,2-Feb-25,Post Busters,6,Purple Puck Eaters,1,Division 10,Division 10,REG
,2-Feb-25,Div 10 Sky Blue,2,Orange Crush,3,Division 10,Division 10,REG
,2-Feb-25,Cascadians HC,0,LKI,1,Division 7B,Division 7B,REG
