Date,Team,ELO,Opponent,Opp ELO,Delta,Win %,Tie %,Loss %,GF,GA,Result,+/- ELO,ELO Post Game
11/13/25,NW Stars,4306,ALTP,4485,-178,24.2,4.4,71.4,5,4,Win,54,4360
11/13/25,Eagles,3924,Rhinos,3755,169,70.3,4.5,25.2,1,6,Loss,-105,3819
11/13/25,Rhinos,3755,Eagles,3924,-169,25.2,4.5,70.3,6,1,Win,105,3861
11/13/25,Falcons,4466,ESB,4116,350,87.1,2.3,10.6,7,3,Win,18,4484
11/13/25,ESB,4116,Falcons,4466,-350,10.6,2.3,87.1,3,7,Loss,-18,4098
11/13/25,Bombers,3788,Sabercats,3556,232,77.4,3.7,19.0,3,2,Win,17,3805
11/13/25,Sabercats,3556,Bombers,3788,-232,19.0,3.7,77.4,2,3,Loss,-17,3539
11/13/25,Puckbuddies,3749,Sasquatch,3737,12,48.9,5.6,45.5,6,3,Win,67,3816
11/13/25,Sasquatch,3737,Puckbuddies,3749,-12,45.5,5.6,48.9,3,6,Loss,-67,3670
11/13/25,Mustangs,4153,Seattle Supernova,4346,-193,22.7,4.2,73.2,2,3,Loss,-17,4136
11/13/25,Seattle Supernova,4346,Mustangs,4153,193,73.2,4.2,22.7,3,2,Win,17,4363
11/13/25,Northwest Crabs,4199,Chiefs,4067,131,65.6,4.9,29.5,6,1,Win,52,4250
11/13/25,Chiefs,4067,Northwest Crabs,4199,-131,29.5,4.9,65.6,1,6,Loss,-52,4016
11/13/25,Pheasants,3815,The Mighty Geoducks,4104,-289,14.4,3.0,82.6,6,4,Win,96,3911
11/13/25,The Mighty Geoducks,4104,Pheasants,3815,289,82.6,3.0,14.4,4,6,Loss,-96,4008
11/13/25,Pull Tab Bandits,4016,The Brigade,4226,-210,21.0,4.0,75.0,3,3,Tie,22,4038
11/13/25,The Brigade,4226,Pull Tab Bandits,4016,210,75.0,4.0,21.0,3,3,Tie,-22,4205
11/15/25,Los Tigres,1950,BLU Bombers,1998,-47,40.5,5.5,54.0,9,2,Win,100,2051
11/15/25,BLU Bombers,1998,Los Tigres,1950,47,54.0,5.5,40.5,2,9,Loss,-100,1897
11/15/25,Quacken,1823,Seattle Dogs,1825,-2,46.9,5.6,47.5,7,1,Win,85,1908
11/15/25,Seattle Dogs,1825,Quacken,1823,2,47.5,5.6,46.9,1,7,Loss,-85,1741
11/15/25,LKI,1806,Pond Pigeons,1818,-12,45.5,5.6,48.9,5,2,Win,72,1878
11/15/25,Pond Pigeons,1818,LKI,1806,12,48.9,5.6,45.5,2,5,Loss,-72,1747
11/16/25,Black Katz,2711,Lumberjacks,2992,-281,15.0,3.1,81.9,3,3,Tie,26,2737
11/16/25,Lumberjacks,2992,Black Katz,2711,281,81.9,3.1,15.0,3,3,Tie,-26,2966
11/16/25,Wranglers,2549,Mudflaps,2262,287,82.4,3.0,14.6,3,3,Tie,-24,2525
11/16/25,Mudflaps,2262,Wranglers,2549,-287,14.6,3.0,82.4,3,3,Tie,24,2287
11/16/25,Trash Pandas Garbage Legacy,2271,Raiders,2258,13,49.0,5.6,45.4,5,1,Win,72,2343
11/16/25,Raiders,2258,Trash Pandas Garbage Legacy,2271,-13,45.4,5.6,49.0,1,5,Loss,-72,2187
11/16/25,Beer Dragons,1020,Purple Puck Eaters,962,58,55.5,5.4,39.0,3,1,Win,50,1070
11/16/25,Purple Puck Eaters,962,Beer Dragons,1020,-58,39.0,5.4,55.5,1,3,Loss,-50,912
11/16/25,Fighting Clams,1652,Khaos,1329,323,85.2,2.6,12.2,4,3,Win,11,1663
11/16/25,Khaos,1329,Fighting Clams,1652,-323,12.2,2.6,85.2,3,4,Loss,-11,1318
11/16/25,Purple Reign,1261,Frozen Assets,1439,-178,24.2,4.3,71.5,1,3,Loss,-27,1234
11/16/25,Frozen Assets,1439,Purple Reign,1261,178,71.5,4.3,24.2,3,1,Win,27,1466
11/16/25,Orcas,1845,Blackouts,1762,82,59.0,5.3,35.7,3,2,Win,31,1875
11/16/25,Blackouts,1762,Orcas,1845,-82,35.7,5.3,59.0,2,3,Loss,-31,1732
11/16/25,Greenhorns,2545,Real Bacon,2384,161,69.4,4.5,26.0,4,1,Win,40,2586
11/16/25,Real Bacon,2384,Greenhorns,2545,-161,26.0,4.5,69.4,1,4,Loss,-40,2344
11/16/25,Chucklepucks,2083,Cascadians HC,2394,-311,13.0,2.7,84.3,2,7,Loss,-19,2064
11/16/25,Cascadians HC,2394,Chucklepucks,2083,311,84.3,2.7,13.0,7,2,Win,19,2413
11/16/25,Hungry Hatchlings,1768,SEA Cucumbers,1684,84,59.2,5.3,35.5,0,3,Loss,-78,1690
11/16/25,SEA Cucumbers,1684,Hungry Hatchlings,1768,-84,35.5,5.3,59.2,3,0,Win,78,1761
11/16/25,Glow Sticks,1845,Scrooge McPuck,1668,176,71.2,4.4,24.4,5,0,Win,43,1888
11/16/25,Scrooge McPuck,1668,Glow Sticks,1845,-176,24.4,4.4,71.2,0,5,Loss,-43,1625
11/16/25,Dumb Pucks,2649,Jokres,2782,-133,29.3,4.9,65.8,5,3,Win,80,2728
11/16/25,Jokres,2782,Dumb Pucks,2649,133,65.8,4.9,29.3,3,5,Loss,-80,2702
11/16/25,Mighty Boosh,2427,Rainier Reindeer HC-6B,2632,-205,21.4,4.0,74.5,1,9,Loss,-38,2388
11/16/25,Rainier Reindeer HC-6B,2632,Mighty Boosh,2427,205,74.5,4.0,21.4,9,1,Win,38,2670
11/16/25,Spittin'' Llamas,1696,Sockeyes Div 8,1667,29,51.4,5.6,43.0,6,2,Win,68,1765
11/16/25,Sockeyes Div 8,1667,Spittin'' Llamas,1696,-29,43.0,5.6,51.4,2,6,Loss,-68,1599
11/16/25,Bandits,1962,Hampton West Hockey Club,2163,-201,21.9,4.1,74.1,2,4,Loss,-25,1937
11/16/25,Hampton West Hockey Club,2163,Bandits,1962,201,74.1,4.1,21.9,4,2,Win,25,2187
11/16/25,Yacht Flippers,1338,Rainier Reindeers HC-9,1302,36,52.4,5.5,42.1,1,3,Loss,-59,1279
11/16/25,Rainier Reindeers HC-9,1302,Yacht Flippers,1338,-36,42.1,5.5,52.4,3,1,Win,59,1361
11/16/25,Toe Dragons,1743,Seal Team Sticks,1803,-60,38.7,5.4,55.8,4,6,Loss,-44,1699
11/16/25,Seal Team Sticks,1803,Toe Dragons,1743,60,55.8,5.4,38.7,6,4,Win,44,1846
11/16/25,Midnight Twist,2746,Fossils,2539,207,74.7,4.0,21.3,1,1,Tie,-19,2727
11/16/25,Fossils,2539,Midnight Twist,2746,-207,21.3,4.0,74.7,1,1,Tie,19,2557
11/16/25,Hackers,2511,Monarchs 6C,2547,-36,42.0,5.5,52.4,3,6,Loss,-55,2456
11/16/25,Monarchs 6C,2547,Hackers,2511,36,52.4,5.5,42.0,6,3,Win,55,2602
11/16/25,Fluffy Bunnies,2044,Iced Awesome,2032,12,48.9,5.6,45.5,2,2,Tie,1,2045
11/16/25,Iced Awesome,2032,Fluffy Bunnies,2044,-12,45.5,5.6,48.9,2,2,Tie,-1,2031
11/16/25,Golden Mules,643,Ice Breakers,974,-332,11.7,2.5,85.8,3,9,Loss,-19,624
11/16/25,Ice Breakers,974,Golden Mules,643,332,85.8,2.5,11.7,9,3,Win,19,993
11/16/25,Trash Pandas 7 Landis,2330,Not Sure 7A,2162,168,70.3,4.5,25.3,1,2,Loss,-53,2278
11/16/25,Not Sure 7A,2162,Trash Pandas 7 Landis,2330,-168,25.3,4.5,70.3,2,1,Win,53,2215
11/16/25,Rainiers,1600,Seattle Slapshots,1607,-6,46.3,5.6,48.1,2,1,Win,40,1641
11/16/25,Seattle Slapshots,1607,Rainiers,1600,6,48.1,5.6,46.3,1,2,Loss,-40,1566
11/16/25,Seattle Freeze,2387,Seals Lower,2265,122,64.4,5.0,30.6,6,2,Win,50,2437
11/16/25,Seals Lower,2265,Seattle Freeze,2387,-122,30.6,5.0,64.4,2,6,Loss,-50,2214
11/16/25,Spicy Kittens,1372,Tropical Punchers,1084,288,82.5,3.0,14.5,2,2,Tie,-24,1348
11/16/25,Tropical Punchers,1084,Spicy Kittens,1372,-288,14.5,3.0,82.5,2,2,Tie,24,1108
11/16/25,Gremlins Hockey,1533,Blackbirds,1702,-169,25.2,4.5,70.4,0,4,Loss,-35,1498
11/16/25,Blackbirds,1702,Gremlins Hockey,1533,169,70.4,4.5,25.2,4,0,Win,35,1738
11/16/25,Red Zeppelin,1015,Doom Clouds,912,104,61.9,5.1,32.9,7,2,Win,57,1072
11/16/25,Doom Clouds,912,Red Zeppelin,1015,-104,32.9,5.1,61.9,2,7,Loss,-57,855
11/16/25,Birrds,2095,Roughnecks Mobile Infantry,1903,192,73.0,4.2,22.8,3,4,Loss,-55,2041
11/16/25,Roughnecks Mobile Infantry,1903,Birrds,2095,-192,22.8,4.2,73.0,4,3,Win,55,1958
11/16/25,Orange Crush,1295,Mighty Moose,1380,-85,35.3,5.3,59.4,6,8,Loss,-40,1255
11/16/25,Mighty Moose,1380,Orange Crush,1295,85,59.4,5.3,35.3,8,6,Win,40,1420
11/16/25,Coyotes,2509,Honey Badgers,2433,76,58.1,5.3,36.5,2,4,Loss,-65,2443
11/16/25,Honey Badgers,2433,Coyotes,2509,-76,36.5,5.3,58.1,4,2,Win,65,2498
11/17/25,LLUA,3486,Wolves,3374,112,63.0,5.1,31.9,5,2,Win,49,3534
11/17/25,Wolves,3374,LLUA,3486,-112,31.9,5.1,63.0,2,5,Loss,-49,3325
11/17/25,Icemen,2412,Dirty Couch Hockey Club,2704,-292,14.2,3.0,82.8,0,7,Loss,-24,2388
11/17/25,Dirty Couch Hockey Club,2704,Icemen,2412,292,82.8,3.0,14.2,7,0,Win,24,2728
11/17/25,Steelhead,3361,Goal Diggers,3513,-153,27.0,4.6,68.3,3,3,Tie,17,3378
11/17/25,Goal Diggers,3513,Steelhead,3361,153,68.3,4.6,27.0,3,3,Tie,-17,3496
11/17/25,Moose Knuckle,3132,Top Cheddar,2878,254,79.5,3.4,17.1,2,1,Win,15,3148
11/17/25,Top Cheddar,2878,Moose Knuckle,3132,-254,17.1,3.4,79.5,1,2,Loss,-15,2863
11/17/25,Piranhas,3019,WKUP-5,3109,-89,34.8,5.2,60.0,2,6,Loss,-49,2970
11/17/25,WKUP-5,3109,Piranhas,3019,89,60.0,5.2,34.8,6,2,Win,49,3157
11/17/25,Brewzers OGB,2819,Squids,2731,88,59.8,5.3,35.0,3,6,Loss,-78,2741
11/17/25,Squids,2731,Brewzers OGB,2819,-88,35.0,5.3,59.8,6,3,Win,78,2810
11/17/25,Dumpster Fire,3047,Seagulls,2850,197,73.6,4.1,22.3,9,6,Win,35,3082
11/17/25,Seagulls,2850,Dumpster Fire,3047,-197,22.3,4.1,73.6,6,9,Loss,-35,2815
11/17/25,Seals 5D,2977,Monarchs 5D,2733,244,78.5,3.5,18.0,2,3,Loss,-59,2918
11/17/25,Monarchs 5D,2733,Seals 5D,2977,-244,18.0,3.5,78.5,3,2,Win,59,2792
11/17/25,Ice-O-Topes,2852,Hooligans,3233,-381,9.0,2.0,88.9,0,3,Loss,-12,2840
11/17/25,Hooligans,3233,Ice-O-Topes,2852,381,88.9,2.0,9.0,3,0,Win,12,3245
11/17/25,PussyCats,2901,Flying Monkeys,2489,412,90.6,1.8,7.7,2,4,Loss,-102,2799
11/17/25,Flying Monkeys,2489,PussyCats,2901,-412,7.7,1.8,90.6,4,2,Win,102,2591
11/17/25,Bullets,2898,Stingers,2895,3,47.7,5.6,46.7,0,5,Loss,-71,2827
11/17/25,Stingers,2895,Bullets,2898,-3,46.7,5.6,47.7,5,0,Win,71,2966
11/17/25,Renegades,2941,Reapers,2796,144,67.3,4.7,28.0,7,6,Win,25,2965
11/17/25,Reapers,2796,Renegades,2941,-144,28.0,4.7,67.3,6,7,Loss,-25,2772
11/17/25,Blades,2477,Barrel Aged Brewzers,2496,-19,44.4,5.6,50.0,7,6,Win,42,2519
11/17/25,Barrel Aged Brewzers,2496,Blades,2477,19,50.0,5.6,44.4,6,7,Loss,-42,2455
11/17/25,Dead Rabbits,3086,Skeletons,3358,-272,15.7,3.2,81.1,6,3,Win,111,3196
11/17/25,Skeletons,3358,Dead Rabbits,3086,272,81.1,3.2,15.7,3,6,Loss,-111,3247
11/17/25,Gamblers,3055,Yetis,3094,-39,41.7,5.5,52.8,4,2,Win,66,3121
11/17/25,Yetis,3094,Gamblers,3055,39,52.8,5.5,41.7,2,4,Loss,-66,3028
11/18/25,BSOD,3070,Not Sure 5A,2965,105,62.2,5.1,32.7,7,2,Win,57,3127
11/18/25,Not Sure 5A,2965,BSOD,3070,-105,32.7,5.1,62.2,2,7,Loss,-57,2908
11/18/25,Edible Arrangements,3266,DevilFish,3294,-28,43.2,5.6,51.2,2,1,Win,43,3308
11/18/25,DevilFish,3294,Edible Arrangements,3266,28,51.2,5.6,43.2,1,2,Loss,-43,3251
11/18/25,Roughnecks - Game Theory,3041,Trash Pandas 5B,2974,67,56.8,5.4,37.8,5,1,Win,61,3102
11/18/25,Trash Pandas 5B,2974,Roughnecks - Game Theory,3041,-67,37.8,5.4,56.8,1,5,Loss,-61,2914
11/18/25,Coconut Corgis,3533,Chinooks,3632,-99,33.6,5.2,61.2,1,6,Loss,-50,3483
11/18/25,Chinooks,3632,Coconut Corgis,3533,99,61.2,5.2,33.6,6,1,Win,50,3682
11/18/25,Booze Hounds,3527,Shockers,3487,41,53.1,5.5,41.4,10,1,Win,88,3615
11/18/25,Shockers,3487,Booze Hounds,3527,-41,41.4,5.5,53.1,1,10,Loss,-88,3399
11/18/25,Puckbuddies,3816,Bombers,3805,10,48.7,5.6,45.7,5,6,Loss,-37,3779
11/18/25,Bombers,3805,Puckbuddies,3816,-10,45.7,5.6,48.7,6,5,Win,37,3842
11/19/25,Buck Wild,3481,Schilling Cider,3272,209,74.9,4.0,21.1,6,6,Tie,-19,3462
11/19/25,Schilling Cider,3272,Buck Wild,3481,-209,21.1,4.0,74.9,6,6,Tie,19,3290
11/19/25,Koronis Motors,4126,Chiefs,4016,110,62.8,5.1,32.2,4,2,Win,42,4167
11/19/25,Chiefs,4016,Koronis Motors,4126,-110,32.2,5.1,62.8,2,4,Loss,-42,3974
11/19/25,Breakers,3658,Sasquatch,3670,-12,45.5,5.6,49.0,2,5,Loss,-60,3598
11/19/25,Sasquatch,3670,Breakers,3658,12,49.0,5.6,45.5,5,2,Win,60,3729
11/19/25,Night Owls,3483,Greasy Weasels,3198,286,82.3,3.0,14.7,2,1,Win,13,3496
11/19/25,Greasy Weasels,3198,Night Owls,3483,-286,14.7,3.0,82.3,1,2,Loss,-13,3184
11/19/25,Skateful Dead,3556,Maple Bars,3650,-94,34.1,5.2,60.7,2,3,Loss,-26,3530
11/19/25,Maple Bars,3650,Skateful Dead,3556,94,60.7,5.2,34.1,3,2,Win,26,3676
11/19/25,Bar Down Transportation,3920,Puget Sound Pigeons,3944,-25,43.7,5.6,50.8,5,3,Win,63,3983
11/19/25,Puget Sound Pigeons,3944,Bar Down Transportation,3920,25,50.8,5.6,43.7,3,5,Loss,-63,3881
11/19/25,MMHC,3716,Sabercats,3539,177,71.3,4.4,24.3,2,4,Loss,-80,3636
11/19/25,Sabercats,3539,MMHC,3716,-177,24.3,4.4,71.3,4,2,Win,80,3619
11/19/25,Mighty Mallards,3477,Kraken Up,3204,272,81.2,3.2,15.7,4,5,Loss,-61,3416
11/19/25,Kraken Up,3204,Mighty Mallards,3477,-272,15.7,3.2,81.2,5,4,Win,61,3265
11/20/25,Pheasants,3911,Red Dog,4199,-288,14.5,3.0,82.5,3,6,Loss,-19,3892
11/20/25,Red Dog,4199,Pheasants,3911,288,82.5,3.0,14.5,6,3,Win,19,4218
11/20/25,ESB,4098,Seattle Supernova,4363,-265,16.2,3.3,80.5,1,3,Loss,-18,4080
11/20/25,Seattle Supernova,4363,ESB,4098,265,80.5,3.3,16.2,3,1,Win,18,4381
11/20/25,ALTP,4431,Mustangs,4136,295,83.1,2.9,14.0,5,5,Tie,-25,4406
11/20/25,Mustangs,4136,ALTP,4431,-295,14.0,2.9,83.1,5,5,Tie,25,4161
11/20/25,Highlanders,2661,Alpuckas,2792,-130,29.6,4.9,65.5,2,4,Loss,-33,2628
11/20/25,Alpuckas,2792,Highlanders,2661,130,65.5,4.9,29.6,4,2,Win,33,2825
11/20/25,Mavericks,4224,The Mighty Geoducks,4008,216,75.7,3.9,20.5,3,4,Loss,-57,4167
11/20/25,The Mighty Geoducks,4008,Mavericks,4224,-216,20.5,3.9,75.7,4,3,Win,57,4065
11/20/25,Northwest Crabs,4250,The Brigade,4205,45,53.8,5.5,40.7,7,7,Tie,-3,4247
11/20/25,The Brigade,4205,Northwest Crabs,4250,-45,40.7,5.5,53.8,7,7,Tie,3,4208
11/20/25,Falcons,4484,NW Stars,4360,124,64.7,4.9,30.4,11,6,Win,53,4537
11/20/25,NW Stars,4360,Falcons,4484,-124,30.4,4.9,64.7,6,11,Loss,-53,4307
11/20/25,The Herd,3955,Rhinos,3861,94,60.7,5.2,34.1,2,9,Loss,-102,3853
11/20/25,Rhinos,3861,The Herd,3955,-94,34.1,5.2,60.7,9,2,Win,102,3963
11/20/25,Pull Tab Bandits,4038,Eagles,3819,219,76.0,3.8,20.1,6,2,Win,34,4072
11/20/25,Eagles,3819,Pull Tab Bandits,4038,-219,20.1,3.8,76.0,2,6,Loss,-34,3785
11/21/25,Real Bacon,2344,Monarchs 6C,2602,-258,16.7,3.4,79.9,4,2,Win,94,2438
11/21/25,Monarchs 6C,2602,Real Bacon,2344,258,79.9,3.4,16.7,2,4,Loss,-94,2509
11/22/25,Seattle Freeze,2437,Not Sure 7A,2215,222,76.3,3.8,19.9,4,1,Win,31,2468
11/22/25,Not Sure 7A,2215,Seattle Freeze,2437,-222,19.9,3.8,76.3,1,4,Loss,-31,2183
11/22/25,Roughnecks Mobile Infantry,1958,Iced Awesome,2031,-73,36.9,5.4,57.7,3,2,Win,47,2005
11/22/25,Iced Awesome,2031,Roughnecks Mobile Infantry,1958,73,57.7,5.4,36.9,2,3,Loss,-47,1984
11/23/25,Glow Sticks,1888,Blackouts,1732,156,68.8,4.6,26.6,2,1,Win,23,1911
11/23/25,Blackouts,1732,Glow Sticks,1888,-156,26.6,4.6,68.8,1,2,Loss,-23,1708
11/23/25,LKI,1878,BLU Bombers,1897,-19,44.4,5.6,50.0,8,4,Win,78,1956
11/23/25,BLU Bombers,1897,LKI,1878,19,50.0,5.6,44.4,4,8,Loss,-78,1819
11/23/25,Gamblers,3121,Stingers,2966,154,68.5,4.6,26.8,4,6,Loss,-77,3043
11/23/25,Stingers,2966,Gamblers,3121,-154,26.8,4.6,68.5,6,4,Win,77,3043
11/23/25,Spittin'' Llamas,1765,Orcas,1875,-111,32.1,5.1,62.9,2,4,Loss,-36,1729
11/23/25,Orcas,1875,Spittin'' Llamas,1765,111,62.9,5.1,32.1,4,2,Win,36,1911
11/23/25,Seattle Dogs,1741,Pond Pigeons,1747,-6,46.3,5.6,48.1,2,3,Loss,-35,1706
11/23/25,Pond Pigeons,1747,Seattle Dogs,1741,6,48.1,5.6,46.3,3,2,Win,35,1781
11/23/25,Birrds,2041,Bandits,1937,104,61.9,5.1,32.9,3,5,Loss,-70,1971
11/23/25,Bandits,1937,Birrds,2041,-104,32.9,5.1,61.9,5,3,Win,70,2007
11/23/25,Rainier Reindeer HC-6B,2670,Jokres,2702,-32,42.6,5.6,51.8,3,4,Loss,-32,2638
11/23/25,Jokres,2702,Rainier Reindeer HC-6B,2670,32,51.8,5.6,42.6,4,3,Win,32,2734
11/23/25,Mighty Boosh,2388,Icemen,2388,0,47.2,5.6,47.2,4,0,Win,74,2463
11/23/25,Icemen,2388,Mighty Boosh,2388,0,47.2,5.6,47.2,0,4,Loss,-74,2314
11/23/25,Golden Mules,624,Red Zeppelin,1072,-448,6.3,1.5,92.2,0,4,Loss,-9,615
11/23/25,Red Zeppelin,1072,Golden Mules,624,448,92.2,1.5,6.3,4,0,Win,9,1081
11/23/25,Yacht Flippers,1279,Gremlins Hockey,1498,-219,20.2,3.9,76.0,1,0,Win,60,1339
11/23/25,Gremlins Hockey,1498,Yacht Flippers,1279,219,76.0,3.9,20.2,0,1,Loss,-60,1438
11/23/25,Tropical Punchers,1108,Purple Puck Eaters,912,196,73.4,4.1,22.4,5,2,Win,35,1143
11/23/25,Purple Puck Eaters,912,Tropical Punchers,1108,-196,22.4,4.1,73.4,2,5,Loss,-35,878
11/23/25,Raiders,2187,Mudflaps,2287,-100,33.4,5.2,61.4,5,2,Win,87,2274
11/23/25,Mudflaps,2287,Raiders,2187,100,61.4,5.2,33.4,2,5,Loss,-87,2199
11/23/25,Rainier Reindeers HC-9,1361,Khaos,1318,43,53.4,5.5,41.1,3,6,Loss,-70,1291
11/23/25,Khaos,1318,Rainier Reindeers HC-9,1361,-43,41.1,5.5,53.4,6,3,Win,70,1388
11/23/25,Coyotes,2443,Hackers,2456,-12,45.4,5.6,49.0,6,0,Win,87,2530
11/23/25,Hackers,2456,Coyotes,2443,12,49.0,5.6,45.4,0,6,Loss,-87,2369
11/23/25,DevilFish,3251,Wolves,3325,-74,36.8,5.4,57.9,4,2,Win,71,3322
11/23/25,Wolves,3325,DevilFish,3251,74,57.9,5.4,36.8,2,4,Loss,-71,3254
11/23/25,Seals Lower,2214,Chucklepucks,2064,150,68.1,4.7,27.3,5,2,Win,42,2256
11/23/25,Chucklepucks,2064,Seals Lower,2214,-150,27.3,4.7,68.1,2,5,Loss,-42,2022
11/23/25,Ice Breakers,993,Doom Clouds,855,139,66.5,4.8,28.7,2,3,Loss,-50,943
11/23/25,Doom Clouds,855,Ice Breakers,993,-139,28.7,4.8,66.5,3,2,Win,50,904
11/23/25,Seal Team Sticks,1846,SEA Cucumbers,1761,85,59.4,5.3,35.4,10,2,Win,72,1919
11/23/25,SEA Cucumbers,1761,Seal Team Sticks,1846,-85,35.4,5.3,59.4,2,10,Loss,-72,1689
11/23/25,Toe Dragons,1699,Rainiers,1641,59,55.6,5.4,38.9,3,1,Win,50,1749
11/23/25,Rainiers,1641,Toe Dragons,1699,-59,38.9,5.4,55.6,1,3,Loss,-50,1591
11/23/25,Monarchs 5D,2792,Lumberjacks,2966,-174,24.6,4.4,71.0,3,12,Loss,-46,2745
11/23/25,Lumberjacks,2966,Monarchs 5D,2792,174,71.0,4.4,24.6,12,3,Win,46,3012
11/23/25,Orange Crush,1255,Spicy Kittens,1348,-92,34.4,5.2,60.3,3,2,Win,49,1305
11/23/25,Spicy Kittens,1348,Orange Crush,1255,92,60.3,5.2,34.4,2,3,Loss,-49,1298
11/23/25,Trash Pandas Garbage Legacy,2343,Blades,2519,-176,24.4,4.4,71.2,6,3,Win,99,2442
11/23/25,Blades,2519,Trash Pandas Garbage Legacy,2343,176,71.2,4.4,24.4,3,6,Loss,-99,2420
11/23/25,Cascadians HC,2413,Trash Pandas 7 Landis,2278,136,66.2,4.8,29.0,5,0,Win,51,2464
11/23/25,Trash Pandas 7 Landis,2278,Cascadians HC,2413,-136,29.0,4.8,66.2,0,5,Loss,-51,2227
11/23/25,Yetis,3028,WKUP-5,3157,-129,29.7,4.9,65.4,2,5,Loss,-39,2989
11/23/25,WKUP-5,3157,Yetis,3028,129,65.4,4.9,29.7,5,2,Win,39,3197
11/23/25,Hungry Hatchlings,1690,Seattle Slapshots,1566,124,64.6,4.9,30.4,1,3,Loss,-73,1617
11/23/25,Seattle Slapshots,1566,Hungry Hatchlings,1690,-124,30.4,4.9,64.6,3,1,Win,73,1639
11/23/25,Sockeyes Div 8,1599,Scrooge McPuck,1625,-26,43.5,5.6,51.0,0,3,Loss,-57,1542
11/23/25,Scrooge McPuck,1625,Sockeyes Div 8,1599,26,51.0,5.6,43.5,3,0,Win,57,1682
11/23/25,Purple Reign,1234,Beer Dragons,1070,163,69.6,4.5,25.8,8,1,Win,51,1285
11/23/25,Beer Dragons,1070,Purple Reign,1234,-163,25.8,4.5,69.6,1,8,Loss,-51,1019
11/23/25,Quacken,1908,Los Tigres,2051,-143,28.2,4.8,67.1,5,4,Win,54,1962
11/23/25,Los Tigres,2051,Quacken,1908,143,67.1,4.8,28.2,4,5,Loss,-54,1997
11/23/25,Fossils,2557,Flying Monkeys,2591,-34,42.4,5.5,52.1,6,3,Win,76,2633
11/23/25,Flying Monkeys,2591,Fossils,2557,34,52.1,5.5,42.4,3,6,Loss,-76,2515
11/23/25,Fighting Clams,1663,Blackbirds,1738,-75,36.7,5.3,58.0,0,1,Loss,-28,1635
11/23/25,Blackbirds,1738,Fighting Clams,1663,75,58.0,5.3,36.7,1,0,Win,28,1765
11/23/25,Midnight Twist,2727,Squids,2810,-82,35.7,5.3,59.0,1,3,Loss,-40,2687
11/23/25,Squids,2810,Midnight Twist,2727,82,59.0,5.3,35.7,3,1,Win,40,2850
11/23/25,Fluffy Bunnies,2045,Hampton West Hockey Club,2187,-143,28.2,4.8,67.1,2,2,Tie,16,2061
11/23/25,Hampton West Hockey Club,2187,Fluffy Bunnies,2045,143,67.1,4.8,28.2,2,2,Tie,-16,2171
11/24/25,Reapers,2772,Dumpster Fire,3082,-310,13.0,2.8,84.3,3,7,Loss,-18,2753
11/24/25,Dumpster Fire,3082,Reapers,2772,310,84.3,2.8,13.0,7,3,Win,18,3100
11/24/25,Dead Rabbits,3196,LLUA,3534,-338,11.3,2.4,86.3,2,5,Loss,-15,3181
11/24/25,LLUA,3534,Dead Rabbits,3196,338,86.3,2.4,11.3,5,2,Win,15,3549
11/24/25,Northwest Crabs,4247,The Brigade,4208,40,52.9,5.5,41.5,10,4,Win,75,4322
11/24/25,The Brigade,4208,Northwest Crabs,4247,-40,41.5,5.5,52.9,4,10,Loss,-75,4133
11/24/25,Maple Bars,3676,Goal Diggers,3496,180,71.6,4.3,24.0,6,2,Win,40,3716
11/24/25,Goal Diggers,3496,Maple Bars,3676,-180,24.0,4.3,71.6,2,6,Loss,-40,3456
11/24/25,PussyCats,2799,Brewzers OGB,2741,58,55.6,5.4,39.0,4,6,Loss,-63,2736
11/24/25,Brewzers OGB,2741,PussyCats,2799,-58,39.0,5.4,55.6,6,4,Win,63,2803
11/24/25,Ice-O-Topes,2840,Hooligans,3245,-404,8.0,1.8,90.2,1,8,Loss,-13,2827
11/24/25,Hooligans,3245,Ice-O-Topes,2840,404,90.2,1.8,8.0,8,1,Win,13,3258
11/24/25,Skateful Dead,3530,Coconut Corgis,3483,48,54.0,5.5,40.5,4,4,Tie,-3,3527
11/24/25,Coconut Corgis,3483,Skateful Dead,3530,-48,40.5,5.5,54.0,4,4,Tie,3,3486
11/24/25,Edible Arrangements,3308,Skeletons,3247,61,56.0,5.4,38.6,6,0,Win,70,3379
11/24/25,Skeletons,3247,Edible Arrangements,3308,-61,38.6,5.4,56.0,0,6,Loss,-70,3177
11/24/25,Kraken Up,3265,Greasy Weasels,3184,81,58.8,5.3,35.9,2,4,Loss,-66,3199
11/24/25,Greasy Weasels,3184,Kraken Up,3265,-81,35.9,5.3,58.8,4,2,Win,66,3250
11/24/25,Mighty Mallards,3416,Schilling Cider,3290,125,64.8,4.9,30.2,5,1,Win,49,3465
11/24/25,Schilling Cider,3290,Mighty Mallards,3416,-125,30.2,4.9,64.8,1,5,Loss,-49,3241
11/24/25,Dumb Pucks,2728,Dirty Couch Hockey Club,2728,0,47.2,5.6,47.2,5,6,Loss,-35,2693
11/24/25,Dirty Couch Hockey Club,2728,Dumb Pucks,2728,0,47.2,5.6,47.2,6,5,Win,35,2764
11/24/25,Night Owls,3496,Buck Wild,3462,34,52.1,5.5,42.3,4,5,Loss,-39,3457
11/24/25,Buck Wild,3462,Night Owls,3496,-34,42.3,5.5,52.1,5,4,Win,39,3501
