,Date,Away Team,Away Score,Home Team,Home Score,Away Division,Home Division,Game Type,Game_ID,Away ELO Prior,Away EA,Away ELO Posterior,Away Delta,Home ELO Prior,Home EA,Home ELO Posterior,Home Delta
893,01/04/26,Midnight Twist,5,Fossils,3,Division 6A,Division 6A,REG,01/04/26_Midnight Twist_@_Fossils,2792,59.0,2841,49,2728,41.0,2679,-49
894,01/04/26,Golden Mules,1,Red Zeppelin,3,Division 10A,Division 10A,REG,01/04/26_Golden Mules_@_Red Zeppelin,639,8.6,630,-9,1050,91.4,1059,9
895,01/04/26,Spittin'' Llamas,2,Sockeyes Div 8,1,Division 8A,Division 8A,REG,01/04/26_Spittin'' Llamas_@_Sockeyes Div 8,1641,37.9,1690,49,1727,62.1,1678,-49
896,01/04/26,Squids,1,Brewzers OGB,7,Division 6A,Division 6A,REG,01/04/26_Squids_@_Brewzers OGB,2892,75.8,2774,-118,2693,24.2,2811,118
897,01/04/26,Blackouts,1,Orcas,2,Division 8A,Division 8A,REG,01/04/26_Blackouts_@_Orcas,1542,13.0,1533,-9,1872,87.0,1881,9
898,01/04/26,Fluffy Bunnies,1,Iced Awesome,4,Division 7B,Division 7B,REG,01/04/26_Fluffy Bunnies_@_Iced Awesome,1977,51.8,1912,-65,1964,48.2,2029,65
899,01/04/26,Ice Breakers,8,Doom Clouds,4,Division 10A,Division 10A,REG,01/04/26_Ice Breakers_@_Doom Clouds,856,30.5,957,101,1000,69.5,898,-102
900,01/04/26,Purple Puck Eaters,4,Tropical Punchers,2,Division 9B,Division 9B,REG,01/04/26_Purple Puck Eaters_@_Tropical Punchers,854,27.3,938,84,1024,72.7,940,-84
901,01/04/26,Chucklepucks,1,Cascadians HC,0,Division 7A,Division 7A,REG,01/04/26_Chucklepucks_@_Cascadians HC,2050,26.9,2107,57,2224,73.1,2167,-57
902,01/04/26,Glow Sticks,3,Scrooge McPuck,3,Division 8A,Division 8A,REG,01/04/26_Glow Sticks_@_Scrooge McPuck,1917,68.3,1905,-12,1784,31.7,1796,12
903,01/05/26,Puckbuddies,4,MMHC,6,Division 3B,Division 3B,REG,01/05/26_Puckbuddies_@_MMHC,3837,75.8,3755,-82,3639,24.2,3722,83
904,01/05/26,Blades,5,Barrel Aged Brewzers,2,Division 6D,Division 6D,REG,01/05/26_Blades_@_Barrel Aged Brewzers,2563,57.7,2622,59,2509,42.3,2450,-59
905,01/05/26,Alpuckas,9,Highlanders,2,Division 5D,Division 5D,REG,01/05/26_Alpuckas_@_Highlanders,2810,77.8,2850,40,2592,22.2,2551,-41
906,01/05/26,PussyCats,2,Flying Monkeys,1,Division 6A,Division 6A,REG,01/05/26_PussyCats_@_Flying Monkeys,2567,52.2,2605,38,2552,47.8,2514,-38
907,01/05/26,Moose Knuckle,9,Ice-O-Topes,2,Division 4C,Division 5A,REG,01/05/26_Moose Knuckle_@_Ice-O-Topes,3186,92.1,3201,15,2760,7.9,2746,-14
908,01/05/26,Dead Rabbits,5,Wolves,4,Division 4C,Division 4C,REG,01/05/26_Dead Rabbits_@_Wolves,3216,24.9,3273,57,3407,75.1,3349,-58
909,01/05/26,Roughnecks - Game Theory,9,Renegades,0,Division 5A,Division 5B,REG,01/05/26_Roughnecks - Game Theory_@_Renegades,3189,78.6,3233,44,2963,21.4,2920,-43
910,01/05/26,Skateful Dead,3,Goal Diggers,5,Division 4A,Division 4A,REG,01/05/26_Skateful Dead_@_Goal Diggers,3462,34.3,3426,-36,3575,65.7,3610,35
911,01/05/26,BSOD,6,Top Cheddar,4,Division 4C,Division 5A,REG,01/05/26_BSOD_@_Top Cheddar,3057,66.3,3098,41,2940,33.7,2899,-41
912,01/05/26,Skeletons,5,DevilFish,3,Division 4C,Division 4C,REG,01/05/26_Skeletons_@_DevilFish,3100,12.1,3201,101,3445,87.9,3345,-100
913,01/06/26,Greasy Weasels,2,Buck Wild,4,Division 4B,Division 4B,REG,01/06/26_Greasy Weasels_@_Buck Wild,3212,21.0,3190,-22,3442,79.0,3463,21
914,01/06/26,Night Owls,5,Mighty Mallards,1,Division 4B,Division 4B,REG,01/06/26_Night Owls_@_Mighty Mallards,3351,42.1,3436,85,3406,57.9,3321,-85
915,01/06/26,LLUA,7,Edible Arrangements,2,Division 4C,Division 4C,REG,01/06/26_LLUA_@_Edible Arrangements,3429,62.8,3488,59,3338,37.2,3278,-60
916,01/06/26,The Brigade,13,Pheasants,5,Division 2A+2B,Division 2A+2B,REG,01/06/26_The Brigade_@_Pheasants,4191,91.0,4209,18,3789,9.0,3771,-18
917,01/07/26,Puget Sound Pigeons,2,Koronis Motors,11,Division 3A,Division 2A+2B,REG,01/07/26_Puget Sound Pigeons_@_Koronis Motors,3950,20.2,3915,-35,4188,79.8,4222,34
918,01/07/26,Schilling Cider,4,Kraken Up,6,Division 4B,Division 4B,REG,01/07/26_Schilling Cider_@_Kraken Up,3257,33.7,3222,-35,3374,66.3,3410,36
919,01/07/26,Chiefs,2,Mavericks,2,Division 2A+2B,Division 2A+2B,REG,01/07/26_Chiefs_@_Mavericks,4137,40.9,4146,9,4200,59.1,4192,-8
920,01/07/26,Sabercats,5,Breakers,3,Division 3B,Division 3B,REG,01/07/26_Sabercats_@_Breakers,3563,46.3,3627,64,3589,53.7,3525,-64
921,01/07/26,Chinooks,4,Maple Bars,3,Division 4A,Division 4A,REG,01/07/26_Chinooks_@_Maple Bars,3487,23.0,3546,59,3697,77.0,3638,-59
922,01/07/26,Shockers,5,Bombers,3,Division 3B,Division 3B,REG,01/07/26_Shockers_@_Bombers,3340,6.2,3446,106,3812,93.8,3706,-106
923,01/08/26,Eagles,4,Rhinos,6,Division 3A,Division 3A,REG,01/08/26_Eagles_@_Rhinos,3908,44.9,3861,-47,3944,55.1,3991,47
924,01/08/26,The Mighty Geoducks,5,Northwest Crabs,8,Division 2A+2B,Division 2A+2B,REG,01/08/26_The Mighty Geoducks_@_Northwest Crabs,4087,12.9,4072,-15,4419,87.1,4435,16
925,01/08/26,Mustangs,5,Seattle Supernova,2,Division 1A,Division 1A,REG,01/08/26_Mustangs_@_Seattle Supernova,4028,15.8,4140,112,4318,84.2,4205,-113
926,01/08/26,Bar Down Transportation,8,The Herd,9,Division 3A,Division 3A,REG,01/08/26_Bar Down Transportation_@_The Herd,3975,79.8,3916,-59,3736,20.2,3795,59
927,01/08/26,Red Dog,3,Pull Tab Bandits,2,Division 2A+2B,Division 2A+2B,REG,01/08/26_Red Dog_@_Pull Tab Bandits,4071,71.2,4095,24,3914,28.8,3891,-23
928,01/08/26,Steelhead,2,Coconut Corgis,4,Division 4A,Division 4A,REG,01/08/26_Steelhead_@_Coconut Corgis,3454,33.8,3419,-35,3571,66.2,3606,35
929,01/08/26,NW Stars,5,ALTP,2,Division 1A,Division 1A,REG,01/08/26_NW Stars_@_ALTP,4334,28.7,4430,96,4491,71.3,4395,-96
930,01/08/26,Falcons,5,ESB,6,Division 1A,Division 1A,REG,01/08/26_Falcons_@_ESB,4553,91.1,4485,-68,4149,8.9,4217,68
931,01/10/26,Doom Clouds,0,Purple Puck Eaters,7,Division 10A,Division 9B,REG,01/10/26_Doom Clouds_@_Purple Puck Eaters,898,44.3,828,-70,938,55.7,1008,70
932,01/10/26,Rainiers,6,Seattle Slapshots,0,Division 8B,Division 8B,REG,01/10/26_Rainiers_@_Seattle Slapshots,1833,67.0,1890,57,1710,33.0,1654,-56
933,01/10/26,Mighty Boosh,1,Rainier Reindeer HC-6B,3,Division 6B,Division 6B,REG,01/10/26_Mighty Boosh_@_Rainier Reindeer HC-6B,2457,40.6,2414,-43,2523,59.4,2566,43
934,01/11/26,Red Zeppelin,5,Ice Breakers,0,Division 10A,Division 10A,REG,01/11/26_Red Zeppelin_@_Ice Breakers,1059,64.2,1116,57,957,35.8,900,-57
935,01/11/26,Beer Dragons,0,Spicy Kittens,5,Division 9B,Division 9B,REG,01/11/26_Beer Dragons_@_Spicy Kittens,1058,25.5,1023,-35,1244,74.5,1279,35
936,01/11/26,Tropical Punchers,2,Golden Mules,0,Division 9B,Division 10A,REG,01/11/26_Tropical Punchers_@_Golden Mules,940,85.6,957,17,630,14.4,612,-18
937,01/11/26,Orange Crush,4,Mighty Moose,3,Division 9B,Division 9B,REG,01/11/26_Orange Crush_@_Mighty Moose,1378,46.6,1420,42,1402,53.4,1360,-42
938,01/11/26,Yacht Flippers,2,Frozen Assets,4,Division 9A,Division 9A,REG,01/11/26_Yacht Flippers_@_Frozen Assets,1349,27.6,1321,-28,1517,72.4,1545,28
939,01/11/26,Winter 26 New Div 10 Purple,1,Banana Blades,5,Division 10A,Division 10A,REG,01/11/26_Winter 26 New Div 10 Purple_@_Banana Blades,1000,50.0,934,-66,1000,50.0,1066,66
940,01/11/26,Hungry Hatchlings,3,SEA Cucumbers,3,Division 8B,Division 8B,REG,01/11/26_Hungry Hatchlings_@_SEA Cucumbers,1700,65.0,1691,-9,1593,35.0,1602,9
941,01/11/26,Khaos,6,Fighting Clams,2,Division 9A,Division 9A,REG,01/11/26_Khaos_@_Fighting Clams,1481,55.3,1548,67,1444,44.7,1377,-67
942,01/11/26,Rainier Reindeers HC-9,4,Purple Reign,2,Division 9B,Division 9B,REG,01/11/26_Rainier Reindeers HC-9_@_Purple Reign,1330,49.0,1391,61,1337,51.0,1276,-61
943,01/11/26,Glow Sticks,5,Blackouts,2,Division 8A,Division 8A,REG,01/11/26_Glow Sticks_@_Blackouts,1905,89.5,1921,16,1533,10.5,1518,-15
944,01/11/26,Blades,4,Trash Pandas Garbage Legacy,0,Division 6D,Division 6D,REG,01/11/26_Blades_@_Trash Pandas Garbage Legacy,2622,88.7,2640,18,2264,11.3,2246,-18
945,01/11/26,Seals Lower,6,Chucklepucks,3,Division 7A,Division 7A,REG,01/11/26_Seals Lower_@_Chucklepucks,2196,62.6,2249,53,2107,37.4,2054,-53
946,01/11/26,Birrds,6,Iced Awesome,2,Division 7B,Division 7B,REG,01/11/26_Birrds_@_Iced Awesome,2145,66.2,2196,51,2029,33.8,1977,-52
947,01/11/26,Seal Team Sticks,1,Toe Dragons,2,Division 8B,Division 8B,REG,01/11/26_Seal Team Sticks_@_Toe Dragons,1799,79.0,1741,-58,1569,21.0,1627,58
948,01/11/26,Seattle Freeze,9,Cascadians HC,3,Division 7A,Division 7A,REG,01/11/26_Seattle Freeze_@_Cascadians HC,2411,80.2,2445,34,2167,19.8,2133,-34
949,01/11/26,Barrel Aged Brewzers,2,Wranglers,5,Division 6D,Division 6D,REG,01/11/26_Barrel Aged Brewzers_@_Wranglers,2450,52.6,2385,-65,2432,47.4,2498,66
950,01/11/26,Blackbirds,1,Gremlins Hockey,2,Division 9A,Division 9A,REG,01/11/26_Blackbirds_@_Gremlins Hockey,1734,77.7,1677,-57,1517,22.3,1574,57
951,01/11/26,Trash Pandas 7 Landis,1,Not Sure 7A,3,Division 7A,Division 7A,REG,01/11/26_Trash Pandas 7 Landis_@_Not Sure 7A,2424,65.3,2354,-70,2315,34.7,2385,70
952,01/11/26,Bandits,1,Roughnecks Mobile Infantry,3,Division 7B,Division 7B,REG,01/11/26_Bandits_@_Roughnecks Mobile Infantry,2148,77.1,2064,-84,1937,22.9,2022,85
953,01/11/26,Sockeyes Div 8,1,Scrooge McPuck,4,Division 8A,Division 8A,REG,01/11/26_Sockeyes Div 8_@_Scrooge McPuck,1678,33.7,1637,-41,1796,66.3,1837,41
954,01/11/26,Raiders,4,Mudflaps,4,Division 6D,Division 6D,REG,01/11/26_Raiders_@_Mudflaps,2347,70.1,2334,-13,2199,29.9,2212,13
955,01/11/26,LKI,4,BLU Bombers,5,Division 7C,Division 7C,REG,01/11/26_LKI_@_BLU Bombers,1997,67.4,1948,-49,1871,32.6,1919,48
956,01/11/26,Los Tigres,5,Quacken,6,Division 7C,Division 7C,REG,01/11/26_Los Tigres_@_Quacken,2150,84.6,2088,-62,1855,15.4,1917,62
957,01/11/26,Fluffy Bunnies,1,Hampton West Hockey Club,1,Division 7B,Division 7B,REG,01/11/26_Fluffy Bunnies_@_Hampton West Hockey Club,1912,34.0,1926,14,2027,66.0,2014,-13
958,01/11/26,Seattle Dogs,4,Pond Pigeons,4,Division 7C,Division 7C,REG,01/11/26_Seattle Dogs_@_Pond Pigeons,1716,61.7,1709,-7,1633,38.3,1639,6
959,01/11/26,Orcas,7,Spittin'' Llamas,1,Division 8A,Division 8A,REG,01/11/26_Orcas_@_Spittin'' Llamas,1881,75.1,1924,43,1690,24.9,1646,-44
960,01/12/26,Midnight Twist,2,Squids,2,Division 6A,Division 6A,REG,01/12/26_Midnight Twist_@_Squids,2841,59.5,2836,-5,2774,40.5,2779,5
961,01/12/26,Dumb Pucks,4,Jokres,4,Division 6B,Division 6B,REG,01/12/26_Dumb Pucks_@_Jokres,2644,24.8,2664,20,2837,75.2,2816,-21
962,01/12/26,WKUP-5,6,Gamblers,2,Division 5B,Division 5C,REG,01/12/26_WKUP-5_@_Gamblers,3258,80.0,3289,31,3017,20.0,2987,-30
963,01/12/26,Bullets,1,Piranhas,4,Division 5C,Division 5C,REG,01/12/26_Bullets_@_Piranhas,2749,39.6,2700,-49,2822,60.4,2870,48
964,01/12/26,Brewzers OGB,1,PussyCats,6,Division 6A,Division 6A,REG,01/12/26_Brewzers OGB_@_PussyCats,2811,76.5,2699,-112,2605,23.5,2717,112
965,01/12/26,Real Bacon,2,Greenhorns,1,Division 6C,Division 6C,REG,01/12/26_Real Bacon_@_Greenhorns,2378,43.3,2422,44,2424,56.7,2380,-44
966,01/12/26,Flying Monkeys,6,Fossils,7,Division 6A,Division 6A,REG,01/12/26_Flying Monkeys_@_Fossils,2514,27.9,2495,-19,2679,72.1,2699,20
967,01/12/26,Monarchs 6C,2,Hackers,4,Division 6C,Division 6C,REG,01/12/26_Monarchs 6C_@_Hackers,2427,48.6,2376,-51,2437,51.4,2489,52
968,01/12/26,Honey Badgers,3,Coyotes,1,Division 6C,Division 6C,REG,01/12/26_Honey Badgers_@_Coyotes,2636,51.3,2694,58,2627,48.7,2569,-58
969,01/12/26,Dirty Couch Hockey Club,1,Icemen,4,Division 6B,Division 6B,REG,01/12/26_Dirty Couch Hockey Club_@_Icemen,2722,84.7,2613,-109,2424,15.3,2534,110
970,01/13/26,Top Cheddar,6,Renegades,7,Division 5A,Division 5B,REG,01/13/26_Top Cheddar_@_Renegades,2899,47.1,2866,-33,2920,52.9,2953,33
971,01/13/26,Roughnecks - Game Theory,3,Dumpster Fire,3,Division 5A,Division 5A,REG,01/13/26_Roughnecks - Game Theory_@_Dumpster Fire,3233,62.5,3225,-8,3144,37.5,3152,8
972,01/13/26,Skateful Dead,1,Night Owls,3,Division 4A,Division 4B,REG,01/13/26_Skateful Dead_@_Night Owls,3426,48.6,3374,-52,3436,51.4,3487,51
973,01/13/26,MMHC,5,Breakers,0,Division 3B,Division 3B,REG,01/13/26_MMHC_@_Breakers,3722,75.7,3762,40,3525,24.3,3486,-39
974,01/14/26,Reapers,2,Trash Pandas 5B,2,Division 5B,Division 5B,REG,01/14/26_Reapers_@_Trash Pandas 5B,2780,36.7,2792,12,2875,63.3,2863,-12
975,01/14/26,Goal Diggers,14,Coconut Corgis,2,Division 4A,Division 4A,REG,01/14/26_Goal Diggers_@_Coconut Corgis,3610,50.6,3723,113,3606,49.4,3493,-113
976,01/14/26,Wolves,3,BSOD,4,Division 4C,Division 4C,REG,01/14/26_Wolves_@_BSOD,3349,80.9,3290,-59,3098,19.1,3158,60
977,01/14/26,Bombers,0,Sabercats,3,Division 3B,Division 3B,REG,01/14/26_Bombers_@_Sabercats,3706,61.2,3629,-77,3627,38.8,3703,76
978,01/14/26,Schilling Cider,3,LLUA,10,Division 4B,Division 4C,REG,01/14/26_Schilling Cider_@_LLUA,3222,17.7,3195,-27,3488,82.3,3516,28
979,01/14/26,Dead Rabbits,1,Hooligans,9,Division 4C,Division 4C,REG,01/14/26_Dead Rabbits_@_Hooligans,3273,38.5,3210,-63,3355,61.5,3418,63
980,01/14/26,Mighty Mallards,6,Kraken Up,11,Division 4B,Division 4B,REG,01/14/26_Mighty Mallards_@_Kraken Up,3321,37.5,3268,-53,3410,62.5,3462,52
981,01/14/26,Bar Down Transportation,6,Puget Sound Pigeons,4,Division 3A,Division 3A,REG,01/14/26_Bar Down Transportation_@_Puget Sound Pigeons,3916,50.2,3975,59,3915,49.8,3856,-59
982,01/14/26,DevilFish,3,Moose Knuckle,5,Division 4C,Division 4C,REG,01/14/26_DevilFish_@_Moose Knuckle,3345,69.6,3269,-76,3201,30.4,3276,75
983,01/15/26,Northwest Crabs,8,Mavericks,5,Division 2A+2B,Division 2A+2B,REG,01/15/26_Northwest Crabs_@_Mavericks,4435,80.2,4463,28,4192,19.8,4163,-29
984,01/15/26,Seagulls,4,Yetis,6,Division 5B,Division 5C,REG,01/15/26_Seagulls_@_Yetis,2697,7.0,2690,-7,3148,93.0,3155,7
985,01/15/26,Chiefs,6,Pull Tab Bandits,3,Division 2A+2B,Division 2A+2B,REG,01/15/26_Chiefs_@_Pull Tab Bandits,4146,81.3,4172,26,3891,18.7,3864,-27
986,01/15/26,The Brigade,3,Red Dog,2,Division 2A+2B,Division 2A+2B,REG,01/15/26_The Brigade_@_Red Dog,4209,65.8,4236,27,4095,34.2,4067,-28
987,01/15/26,Seattle Supernova,5,ESB,5,Division 1A,Division 1A,REG,01/15/26_Seattle Supernova_@_ESB,4205,48.4,4209,4,4217,51.6,4213,-4
988,01/15/26,Falcons,5,NW Stars,7,Division 1A,Division 1A,REG,01/15/26_Falcons_@_NW Stars,4485,57.9,4423,-62,4430,42.1,4492,62
989,01/15/26,Koronis Motors,4,The Mighty Geoducks,8,Division 2A+2B,Division 2A+2B,REG,01/15/26_Koronis Motors_@_The Mighty Geoducks,4222,70.4,4127,-95,4072,29.6,4168,96
990,01/15/26,Rhinos,2,The Herd,3,Division 3A,Division 3A,REG,01/15/26_Rhinos_@_The Herd,3991,75.6,3936,-55,3795,24.4,3850,55
991,01/15/26,ALTP,5,Mustangs,3,Division 1A,Division 1A,REG,01/15/26_ALTP_@_Mustangs,4395,81.3,4418,23,4140,18.7,4117,-23
992,01/15/26,Pheasants,11,Eagles,5,Division 2A+2B,Division 3A,REG,01/15/26_Pheasants_@_Eagles,3771,37.3,3875,104,3861,62.7,3757,-104
993,01/15/26,Seals 5D,7,Highlanders,4,Division 5D,Division 5D,REG,01/15/26_Seals 5D_@_Highlanders,2959,91.3,2971,12,2551,8.7,2538,-13
994,01/16/26,Tropical Punchers,2,Beer Dragons,2,Division 9B,Division 9B,REG,01/16/26_Tropical Punchers_@_Beer Dragons,957,40.7,966,9,1023,59.3,1014,-9
995,01/17/26,Winter 26 New Div 10 Purple,0,Ice Breakers,9,Division 10A,Division 10A,REG,01/17/26_Winter 26 New Div 10 Purple_@_Ice Breakers,934,54.9,836,-98,900,45.1,997,97
996,01/17/26,Rainier Reindeers HC-9,1,Orange Crush,2,Division 9B,Division 9B,REG,01/17/26_Rainier Reindeers HC-9_@_Orange Crush,1391,45.7,1358,-33,1420,54.3,1452,32
997,01/17/26,Banana Blades,0,Red Zeppelin,11,Division 10A,Division 10A,REG,01/17/26_Banana Blades_@_Red Zeppelin,1066,42.9,984,-82,1116,57.1,1199,83
998,01/17/26,Spicy Kittens,1,Mighty Moose,6,Division 9B,Division 9B,REG,01/17/26_Spicy Kittens_@_Mighty Moose,1279,38.6,1225,-54,1360,61.4,1414,54
999,01/18/26,Rainier Reindeer HC-6B,6,Dumb Pucks,2,Division 6B,Division 6B,REG,01/18/26_Rainier Reindeer HC-6B_@_Dumb Pucks,2566,36.2,2659,93,2664,63.8,2571,-93
1000,01/18/26,Yacht Flippers,4,Khaos,3,Division 9A,Division 9A,REG,01/18/26_Yacht Flippers_@_Khaos,1321,21.3,1381,60,1548,78.7,1487,-61
1001,01/18/26,Quacken,5,BLU Bombers,6,Division 7C,Division 7C,REG,01/18/26_Quacken_@_BLU Bombers,1917,49.7,1882,-35,1919,50.3,1955,36
1002,01/18/26,Fluffy Bunnies,1,Birrds,1,Division 7B,Division 7B,REG,01/18/26_Fluffy Bunnies_@_Birrds,1926,17.4,1952,26,2196,82.6,2171,-25
1003,01/18/26,Mudflaps,5,Blades,7,Division 6D,Division 6D,REG,01/18/26_Mudflaps_@_Blades,2212,7.9,2204,-8,2640,92.1,2648,8
1004,01/18/26,Raiders,1,Wranglers,7,Division 6D,Division 6D,REG,01/18/26_Raiders_@_Wranglers,2334,28.0,2292,-42,2498,72.0,2539,41
1005,01/18/26,Pond Pigeons,2,Los Tigres,2,Division 7C,Division 7C,REG,01/18/26_Pond Pigeons_@_Los Tigres,1639,7.0,1672,33,2088,93.0,2055,-33
1006,01/18/26,Fighting Clams,3,Gremlins Hockey,7,Division 9A,Division 9A,REG,01/18/26_Fighting Clams_@_Gremlins Hockey,1377,24.4,1346,-31,1574,75.6,1605,31
1007,01/18/26,Greenhorns,7,Honey Badgers,4,Division 6C,Division 6C,REG,01/18/26_Greenhorns_@_Honey Badgers,2380,14.1,2494,114,2694,85.9,2579,-115
1008,01/18/26,Doom Clouds,5,Golden Mules,0,Division 10A,Division 10A,REG,01/18/26_Doom Clouds_@_Golden Mules,828,77.6,865,37,612,22.4,576,-36
1009,01/18/26,Spittin'' Llamas,2,Blackouts,2,Division 8A,Division 8A,REG,01/18/26_Spittin'' Llamas_@_Blackouts,1646,67.7,1635,-11,1518,32.3,1530,12
1010,01/18/26,Hampton West Hockey Club,5,Roughnecks Mobile Infantry,1,Division 7B,Division 7B,REG,01/18/26_Hampton West Hockey Club_@_Roughnecks Mobile Infantry,2014,48.8,2089,75,2022,51.2,1946,-76
1011,01/18/26,Sockeyes Div 8,3,Glow Sticks,6,Division 8A,Division 8A,REG,01/18/26_Sockeyes Div 8_@_Glow Sticks,1637,16.4,1618,-19,1921,83.6,1940,19
1012,01/18/26,Scrooge McPuck,3,Orcas,6,Division 8A,Division 8A,REG,01/18/26_Scrooge McPuck_@_Orcas,1837,37.7,1791,-46,1924,62.3,1970,46
1013,01/18/26,Hackers,6,Coyotes,2,Division 6C,Division 6C,REG,01/18/26_Hackers_@_Coyotes,2489,38.7,2579,90,2569,61.3,2479,-90
1014,01/18/26,Real Bacon,2,Monarchs 6C,5,Division 6C,Division 6C,REG,01/18/26_Real Bacon_@_Monarchs 6C,2422,56.6,2352,-70,2376,43.4,2447,71
1015,01/18/26,Seal Team Sticks,3,Hungry Hatchlings,2,Division 8B,Division 8B,REG,01/18/26_Seal Team Sticks_@_Hungry Hatchlings,1741,57.2,1775,34,1691,42.8,1657,-34
1016,01/18/26,SEA Cucumbers,0,Rainiers,7,Division 8B,Division 8B,REG,01/18/26_SEA Cucumbers_@_Rainiers,1602,16.0,1578,-24,1890,84.0,1914,24
1017,01/18/26,Cascadians HC,8,Seals Lower,4,Division 7A,Division 7A,REG,01/18/26_Cascadians HC_@_Seals Lower,2133,33.9,2229,96,2249,66.1,2152,-97
1018,01/18/26,Not Sure 7A,1,Seattle Freeze,9,Division 7A,Division 7A,REG,01/18/26_Not Sure 7A_@_Seattle Freeze,2385,41.5,2316,-69,2445,58.5,2514,69
1019,01/18/26,Bandits,4,Iced Awesome,4,Division 7B,Division 7B,REG,01/18/26_Bandits_@_Iced Awesome,2064,62.2,2057,-7,1977,37.8,1985,8
1020,01/18/26,Purple Reign,2,Purple Puck Eaters,2,Division 9B,Division 9B,REG,01/18/26_Purple Reign_@_Purple Puck Eaters,1276,82.4,1253,-23,1008,17.6,1031,23
1021,01/19/26,Trash Pandas 5B,3,Reapers,4,Division 5B,Division 5B,REG,01/19/26_Trash Pandas 5B_@_Reapers,2863,60.0,2820,-43,2792,40.0,2835,43
1022,01/19/26,Fossils,3,Squids,5,Division 6A,Division 6A,REG,01/19/26_Fossils_@_Squids,2699,38.6,2658,-41,2779,61.4,2820,41
1023,01/19/26,Barrel Aged Brewzers,2,Trash Pandas Garbage Legacy,2,Division 6D,Division 6D,REG,01/19/26_Barrel Aged Brewzers_@_Trash Pandas Garbage Legacy,2385,68.9,2372,-13,2246,31.1,2259,13
1024,01/19/26,Stingers,0,WKUP-5,4,Division 5C,Division 5B,REG,01/19/26_Stingers_@_WKUP-5,3075,22.6,3046,-29,3289,77.4,3318,29
1025,01/19/26,Mighty Boosh,2,Dirty Couch Hockey Club,7,Division 6B,Division 6B,REG,01/19/26_Mighty Boosh_@_Dirty Couch Hockey Club,2414,24.2,2381,-33,2613,75.8,2646,33
1026,01/19/26,Midnight Twist,6,Brewzers OGB,6,Division 6A,Division 6A,REG,01/19/26_Midnight Twist_@_Brewzers OGB,2836,68.8,2824,-12,2699,31.2,2711,12
1027,01/19/26,Piranhas,1,Yetis,4,Division 5C,Division 5C,REG,01/19/26_Piranhas_@_Yetis,2870,16.3,2851,-19,3155,83.7,3174,19
1028,01/19/26,Jokres,5,Icemen,2,Division 6B,Division 6B,REG,01/19/26_Jokres_@_Icemen,2816,83.6,2840,24,2534,16.4,2510,-24
1029,01/19/26,Skeletons,5,BSOD,2,Division 4C,Division 4C,REG,01/19/26_Skeletons_@_BSOD,3201,56.1,3262,61,3158,43.9,3096,-62
1030,01/19/26,Seals 5D,7,Alpuckas,2,Division 5D,Division 5D,REG,01/19/26_Seals 5D_@_Alpuckas,2971,66.7,3025,54,2850,33.3,2797,-53
1031,01/19/26,Not Sure 5A,4,Dumpster Fire,1,Division 5A,Division 5A,REG,01/19/26_Not Sure 5A_@_Dumpster Fire,2833,13.7,2948,115,3152,86.3,3037,-115
1032,01/19/26,Gamblers,2,Bullets,6,Division 5C,Division 5C,REG,01/19/26_Gamblers_@_Bullets,2987,83.9,2871,-116,2700,16.1,2816,116
1033,01/19/26,Flying Monkeys,7,PussyCats,1,Division 6A,Division 6A,REG,01/19/26_Flying Monkeys_@_PussyCats,2495,21.8,2623,128,2717,78.2,2589,-128
1034,01/19/26,LLUA,4,DevilFish,5,Division 4C,Division 4C,REG,01/19/26_LLUA_@_DevilFish,3516,80.5,3457,-59,3269,19.5,3328,59
1035,01/20/26,Seagulls,6,Renegades,2,Division 5B,Division 5B,REG,01/20/26_Seagulls_@_Renegades,2690,18.1,2808,118,2953,81.9,2835,-118
1036,01/20/26,Moose Knuckle,3,Dead Rabbits,4,Division 4C,Division 4C,REG,01/20/26_Moose Knuckle_@_Dead Rabbits,3276,59.5,3234,-42,3210,40.5,3252,42
1037,01/20/26,Kraken Up,8,Greasy Weasels,0,Division 4B,Division 4B,REG,01/20/26_Kraken Up_@_Greasy Weasels,3462,82.7,3496,34,3190,17.3,3157,-33
1038,01/20/26,Monarchs 5D,6,Black Katz,3,Division 5D,Division 5D,REG,01/20/26_Monarchs 5D_@_Black Katz,2828,66.0,2876,48,2713,34.0,2665,-48
1039,01/20/26,Steelhead,0,Chinooks,1,Division 4A,Division 4A,REG,01/20/26_Steelhead_@_Chinooks,3419,32.4,3396,-23,3546,67.6,3569,23
1040,01/20/26,Puckbuddies,9,Sasquatch,4,Division 3B,Division 3B,REG,01/20/26_Puckbuddies_@_Sasquatch,3755,39.3,3850,95,3830,60.7,3735,-95
1041,01/21/26,Skateful Dead,5,Coconut Corgis,7,Division 4A,Division 4A,REG,01/21/26_Skateful Dead_@_Coconut Corgis,3374,33.5,3340,-34,3493,66.5,3528,35
1042,01/21/26,Mighty Mallards,5,Schilling Cider,3,Division 4B,Division 4B,REG,01/21/26_Mighty Mallards_@_Schilling Cider,3268,60.5,3316,48,3195,39.5,3147,-48
1043,01/21/26,Rhinos,2,Bar Down Transportation,7,Division 3A,Division 3A,REG,01/21/26_Rhinos_@_Bar Down Transportation,3936,44.4,3874,-62,3975,55.6,4038,63
