Game#,Date,Away Team,Away Score,Home Team,Home Score,Away Division,Home Division,Game Type
,6-Dec-25,Hampton West Hockey Club,3,Birrds,5,Division 7B,Division 7B,REG
,6-Dec-25,Chucklepucks,3,Trash Pandas 7 Landis,3,Division 7A,Division 7A,REG
,6-Dec-25,Bandits,6,Fluffy Bunnies,3,Division 7B,Division 7B,REG
,6-Dec-25,Cascadians HC,0,Seals Lower,11,Division 7A,Division 7A,REG
,7-Dec-25,Not Sure 7A,2,Seattle Freeze,2,Division 7A,Division 7A,REG
,7-Dec-25,Real Bacon,1,Coyotes,1,Division 6C,Division 6C,REG
,7-Dec-25,Seattle Dogs,6,BLU Bombers,4,Division 7C,Division 7C,REG
,7-Dec-25,Lumberjacks,1,Seals 5D,3,Division 5D,Division 5D,REG
,7-Dec-25,Flying Monkeys,5,Midnight Twist,5,Division 6A,Division 6A,REG
,7-Dec-25,Reapers,3,Roughnecks - Game Theory,4,Division 5B,Division 5A,REG
,7-Dec-25,Rainier Reindeers HC-9,0,Blackbirds,4,Division 9B,Division 9A,REG
,7-Dec-25,Doom Clouds,5,Golden Mules,2,Division 10A,Division 10A,REG
,7-Dec-25,Icemen,2,Dumb Pucks,7,Division 6B,Division 6B,REG
,7-Dec-25,Monarchs 6C,7,Greenhorns,2,Division 6C,Division 6C,REG
,7-Dec-25,SEA Cucumbers,2,Toe Dragons,1,Division 8B,Division 8B,REG
,7-Dec-25,Orcas,3,Glow Sticks,3,Division 8A,Division 8A,REG
,7-Dec-25,Los Tigres,7,LKI,0,Division 7C,Division 7C,REG
,7-Dec-25,Rainiers,5,Hungry Hatchlings,3,Division 8B,Division 8B,REG
,7-Dec-25,Mighty Moose,5,Tropical Punchers,0,Division 9B,Division 9B,REG
,7-Dec-25,Seal Team Sticks,4,Seattle Slapshots,1,Division 8B,Division 8B,REG
,7-Dec-25,Gremlins Hockey,3,Fighting Clams,0,Division 9A,Division 9A,REG
,7-Dec-25,Red Zeppelin,3,Ice Breakers,1,Division 10A,Division 10A,REG
,7-Dec-25,Pond Pigeons,1,Quacken,7,Division 7C,Division 7C,REG
,7-Dec-25,Iced Awesome,6,Roughnecks Mobile Infantry,4,Division 7B,Division 7B,REG
,7-Dec-25,Scrooge McPuck,4,Spittin'' Llamas,1,Division 8A,Division 8A,REG
,7-Dec-25,Sockeyes Div 8,4,Blackouts,0,Division 8A,Division 8A,REG
,7-Dec-25,Frozen Assets,10,Purple Puck Eaters,2,Division 9A,Division 9B,REG
,7-Dec-25,Jokres,8,Mighty Boosh,3,Division 6B,Division 6B,REG
,7-Dec-25,Spicy Kittens,0,Purple Reign,2,Division 9B,Division 9B,REG
,7-Dec-25,Khaos,4,Yacht Flippers,2,Division 9A,Division 9A,REG
,7-Dec-25,Beer Dragons,1,Orange Crush,3,Division 9B,Division 9B,REG
,8-Dec-25,Trash Pandas 5B,5,Seagulls,4,Division 5B,Division 5B,REG
,8-Dec-25,Stingers,8,Piranhas,1,Division 5C,Division 5C,REG
,8-Dec-25,Blades,6,Wranglers,2,Division 6D,Division 6D,REG
,8-Dec-25,DevilFish,5,Dead Rabbits,1,Division 4C,Division 4C,REG
,8-Dec-25,Barrel Aged Brewzers,4,Raiders,4,Division 6D,Division 6D,REG
,8-Dec-25,Squids,8,PussyCats,4,Division 6A,Division 6A,REG
,8-Dec-25,Brewzers OGB,2,Fossils,2,Division 6A,Division 6A,REG
,8-Dec-25,Renegades,4,Dumpster Fire,5,Division 5B,Division 5A,REG
,8-Dec-25,Rainier Reindeer HC-6B,2,Dirty Couch Hockey Club,4,Division 6B,Division 6B,REG
,8-Dec-25,Mudflaps,1,Trash Pandas Garbage Legacy,1,Division 6D,Division 6D,REG
,9-Dec-25,Goal Diggers,5,Steelhead,2,Division 4A,Division 4A,REG
,9-Dec-25,Top Cheddar,7,Not Sure 5A,4,Division 5A,Division 5A,REG
,9-Dec-25,Mavericks,7,Pheasants,3,Division 2A+2B,Division 2A+2B,REG
,9-Dec-25,Monarchs 5D,5,Alpuckas,3,Division 5D,Division 5D,REG
,9-Dec-25,Bullets,1,Yetis,6,Division 5C,Division 5C,REG
,10-Dec-25,Coconut Corgis,5,Chinooks,1,Division 4A,Division 4A,REG
,10-Dec-25,Breakers,5,Bombers,6,Division 3B,Division 3B,REG
,10-Dec-25,Sasquatch,5,Sabercats,3,Division 3B,Division 3B,REG
,10-Dec-25,Puget Sound Pigeons,3,Eagles,5,Division 3A,Division 3A,REG
,10-Dec-25,Booze Hounds,5,MMHC,6,Division 3B,Division 3B,REG
,10-Dec-25,Schilling Cider,1,Night Owls,7,Division 4B,Division 4B,REG
,10-Dec-25,Hooligans,4,Moose Knuckle,2,Division 4C,Division 4C,REG
,10-Dec-25,Buck Wild,3,Kraken Up,3,Division 4B,Division 4B,REG
,10-Dec-25,Greasy Weasels,5,Mighty Mallards,3,Division 4B,Division 4B,REG
,10-Dec-25,Wolves,7,Edible Arrangements,1,Division 4C,Division 4C,REG
,10-Dec-25,Maple Bars,1,Skateful Dead,0,Division 4A,Division 4A,REG
,11-Dec-25,The Herd,5,Northwest Crabs,11,Division 3A,Division 2A+2B,REG
,11-Dec-25,NW Stars,10,Mustangs,3,Division 1A,Division 1A,REG
,11-Dec-25,Shockers,4,Puckbuddies,8,Division 3B,Division 3B,REG
,11-Dec-25,ESB,2,ALTP,10,Division 1A,Division 1A,REG
,11-Dec-25,The Mighty Geoducks,1,The Brigade,5,Division 2A+2B,Division 2A+2B,REG
,11-Dec-25,Highlanders,0,Black Katz,6,Division 5D,Division 5D,REG
,11-Dec-25,Seattle Supernova,5,Falcons,6,Division 1A,Division 1A,REG
,11-Dec-25,Chiefs,7,Red Dog,0,Division 2A+2B,Division 2A+2B,REG
,11-Dec-25,Koronis Motors,7,Pull Tab Bandits,4,Division 2A+2B,Division 2A+2B,REG
,11-Dec-25,Rhinos,9,Bar Down Transportation,5,Division 3A,Division 3A,REG
,11-Dec-25,Skeletons,0,LLUA,0,Division 4C,Division 4C,REG
,12-Dec-25,Wranglers,6,Trash Pandas Garbage Legacy,2,Division 6D,Division 6D,REG
,13-Dec-25,Barrel Aged Brewzers,5,Mudflaps,3,Division 6D,Division 6D,REG
,13-Dec-25,Blackouts,0,Scrooge McPuck,5,Division 8A,Division 8A,REG
,14-Dec-25,Fluffy Bunnies,2,Birrds,4,Division 7B,Division 7B,REG
,14-Dec-25,Orcas,2,Sockeyes Div 8,3,Division 8A,Division 8A,REG
,14-Dec-25,LKI,8,Quacken,4,Division 7C,Division 7C,REG
,14-Dec-25,Blades,4,Raiders,1,Division 6D,Division 6D,REG
,14-Dec-25,Fighting Clams,4,Yacht Flippers,3,Division 9A,Division 9A,REG
,14-Dec-25,Hampton West Hockey Club,1,Roughnecks Mobile Infantry,1,Division 7B,Division 7B,REG
,14-Dec-25,Gremlins Hockey,5,Rainier Reindeers HC-9,0,Division 9A,Division 9B,REG
,14-Dec-25,Honey Badgers,4,Real Bacon,1,Division 6C,Division 6C,REG
,14-Dec-25,Coyotes,8,Monarchs 6C,4,Division 6C,Division 6C,REG
,14-Dec-25,Iced Awesome,1,Bandits,3,Division 7B,Division 7B,REG
,14-Dec-25,Doom Clouds,6,Red Zeppelin,4,Division 10A,Division 10A,REG
,14-Dec-25,Golden Mules,0,Ice Breakers,5,Division 10A,Division 10A,REG
,14-Dec-25,Purple Puck Eaters,0,Mighty Moose,7,Division 9B,Division 9B,REG
,14-Dec-25,Purple Reign,5,Orange Crush,6,Division 9B,Division 9B,REG
,14-Dec-25,Blackbirds,6,Khaos,1,Division 9A,Division 9A,REG
,14-Dec-25,Spicy Kittens,3,Tropical Punchers,2,Division 9B,Division 9B,REG
,14-Dec-25,Glow Sticks,5,Spittin'' Llamas,2,Division 8A,Division 8A,REG
,14-Dec-25,BLU Bombers,5,Pond Pigeons,1,Division 7C,Division 7C,REG
,14-Dec-25,Rainiers,5,Seal Team Sticks,2,Division 8B,Division 8B,REG
,14-Dec-25,Frozen Assets,4,Beer Dragons,0,Division 9A,Division 9B,REG
,14-Dec-25,Icemen,6,Rainier Reindeer HC-6B,1,Division 6B,Division 6B,REG
,14-Dec-25,Cascadians HC,2,Not Sure 7A,4,Division 7A,Division 7A,REG
,14-Dec-25,Trash Pandas 7 Landis,8,Seals Lower,2,Division 7A,Division 7A,REG
,14-Dec-25,Los Tigres,8,Seattle Dogs,0,Division 7C,Division 7C,REG
,14-Dec-25,Seattle Slapshots,4,SEA Cucumbers,2,Division 8B,Division 8B,REG
,14-Dec-25,Hungry Hatchlings,4,Toe Dragons,0,Division 8B,Division 8B,REG
,14-Dec-25,Chucklepucks,4,Seattle Freeze,7,Division 7A,Division 7A,REG
,15-Dec-25,Hooligans,4,BSOD,1,Division 4C,Division 4C,REG
,15-Dec-25,Reapers,1,Dumpster Fire,5,Division 5B,Division 5A,REG
,15-Dec-25,Flying Monkeys,5,Brewzers OGB,5,Division 6A,Division 6A,REG
,15-Dec-25,Alpuckas,2,Lumberjacks,4,Division 5D,Division 5D,REG
,15-Dec-25,PussyCats,3,Midnight Twist,6,Division 6A,Division 6A,REG
,15-Dec-25,Dirty Couch Hockey Club,1,Jokres,4,Division 6B,Division 6B,REG
,15-Dec-25,Coconut Corgis,3,Maple Bars,6,Division 4A,Division 4A,REG
,15-Dec-25,WKUP-5,7,Bullets,2,Division 5B,Division 5C,REG
,15-Dec-25,Hackers,3,Greenhorns,1,Division 6C,Division 6C,REG
,16-Dec-25,Chinooks,3,Goal Diggers,6,Division 4A,Division 4A,REG
,16-Dec-25,Top Cheddar,1,Ice-O-Topes,0,Division 5A,Division 5A,REG
,16-Dec-25,Buck Wild,1,LLUA,1,Division 4B,Division 4C,REG
,16-Dec-25,Not Sure 5A,0,Moose Knuckle,6,Division 5A,Division 4C,REG
,16-Dec-25,Black Katz,1,Seals 5D,2,Division 5D,Division 5D,REG
,16-Dec-25,Chiefs,9,Pheasants,6,Division 2A+2B,Division 2A+2B,REG
,16-Dec-25,Trash Pandas 5B,4,Renegades,4,Division 5B,Division 5B,REG
,16-Dec-25,Bombers,4,Booze Hounds,4,Division 3B,Division 3B,REG
,17-Dec-25,Edible Arrangements,3,Greasy Weasels,0,Division 4C,Division 4B,REG
,17-Dec-25,The Brigade,5,Red Dog,4,Division 2A+2B,Division 2A+2B,REG
,17-Dec-25,DevilFish,6,Wolves,6,Division 4C,Division 4C,REG
,17-Dec-25,Seagulls,3,Roughnecks - Game Theory,5,Division 5B,Division 5A,REG
,17-Dec-25,Koronis Motors,0,Northwest Crabs,8,Division 2A+2B,Division 2A+2B,REG
,17-Dec-25,Puget Sound Pigeons,8,The Herd,4,Division 3A,Division 3A,REG
,17-Dec-25,Sabercats,4,Puckbuddies,6,Division 3B,Division 3B,REG
,17-Dec-25,Kraken Up,10,Night Owls,4,Division 4B,Division 4B,REG
,18-Dec-25,Highlanders,1,Monarchs 5D,5,Division 5D,Division 5D,REG
,18-Dec-25,NW Stars,7,ESB,3,Division 1A,Division 1A,REG
,18-Dec-25,Mavericks,5,Rhinos,1,Division 2A+2B,Division 3A,REG
,18-Dec-25,Shockers,0,Breakers,3,Division 3B,Division 3B,REG
,18-Dec-25,Mustangs,3,Falcons,10,Division 1A,Division 1A,REG
,18-Dec-25,Eagles,7,Bar Down Transportation,8,Division 3A,Division 3A,REG
,18-Dec-25,Skeletons,3,Dead Rabbits,5,Division 4C,Division 4C,REG
,18-Dec-25,ALTP,5,Seattle Supernova,4,Division 1A,Division 1A,REG
,18-Dec-25,Sasquatch,5,MMHC,3,Division 3B,Division 3B,REG
,18-Dec-25,The Mighty Geoducks,9,Pull Tab Bandits,3,Division 2A+2B,Division 2A+2B,REG
,4-Jan-26,Dumpster Fire,8,Trash Pandas 5B,2,Division 5A,Division 5B,REG
,4-Jan-26,Gamblers,2,Yetis,5,Division 5C,Division 5C,REG
,4-Jan-26,Seattle Freeze,4,Trash Pandas 7 Landis,5,Division 7A,Division 7A,REG
,4-Jan-26,Seals 5D,2,Monarchs 5D,1,Division 5D,Division 5D,REG
,4-Jan-26,Seals Lower,2,Not Sure 7A,4,Division 7A,Division 7A,REG
,4-Jan-26,Piranhas,0,WKUP-5,3,Division 5C,Division 5B,REG
,4-Jan-26,Black Katz,2,Lumberjacks,8,Division 5D,Division 5D,REG
,4-Jan-26,Bullets,3,Stingers,4,Division 5C,Division 5C,REG
,4-Jan-26,Not Sure 5A,0,Hooligans,1,Division 5A,Division 4C,REG
,4-Jan-26,Bandits,4,Hampton West Hockey Club,1,Division 7B,Division 7B,REG
,4-Jan-26,Quacken,5,Seattle Dogs,4,Division 7C,Division 7C,REG
,4-Jan-26,Greenhorns,5,Monarchs 6C,4,Division 6C,Division 6C,REG
,4-Jan-26,LKI,3,Pond Pigeons,0,Division 7C,Division 7C,REG
,4-Jan-26,Wranglers,2,Mudflaps,2,Division 6D,Division 6D,REG
,4-Jan-26,BLU Bombers,4,Los Tigres,6,Division 7C,Division 7C,REG
,4-Jan-26,Seagulls,4,Reapers,5,Division 5B,Division 5B,REG
,4-Jan-26,Trash Pandas Garbage Legacy,4,Raiders,5,Division 6D,Division 6D,REG
,4-Jan-26,Birrds,2,Roughnecks Mobile Infantry,2,Division 7B,Division 7B,REG
,4-Jan-26,Midnight Twist,5,Fossils,3,Division 6A,Division 6A,REG
,4-Jan-26,Golden Mules,1,Red Zeppelin,3,Division 10A,Division 10A,REG
,4-Jan-26,Spittin'' Llamas,2,Sockeyes Div 8,1,Division 8A,Division 8A,REG
,4-Jan-26,Squids,1,Brewzers OGB,7,Division 6A,Division 6A,REG
,4-Jan-26,Blackouts,1,Orcas,2,Division 8A,Division 8A,REG
,4-Jan-26,Fluffy Bunnies,1,Iced Awesome,4,Division 7B,Division 7B,REG
,4-Jan-26,Ice Breakers,8,Doom Clouds,4,Division 10A,Division 10A,REG
,4-Jan-26,Purple Puck Eaters,4,Tropical Punchers,2,Division 9B,Division 9B,REG
,4-Jan-26,Chucklepucks,1,Cascadians HC,0,Division 7A,Division 7A,REG
,4-Jan-26,Glow Sticks,3,Scrooge McPuck,3,Division 8A,Division 8A,REG
,5-Jan-26,Puckbuddies,4,MMHC,6,Division 3B,Division 3B,REG
,5-Jan-26,Blades,5,Barrel Aged Brewzers,2,Division 6D,Division 6D,REG
,5-Jan-26,Alpuckas,9,Highlanders,2,Division 5D,Division 5D,REG
,5-Jan-26,PussyCats,2,Flying Monkeys,1,Division 6A,Division 6A,REG
,5-Jan-26,Moose Knuckle,9,Ice-O-Topes,2,Division 4C,Division 5A,REG
,5-Jan-26,Dead Rabbits,5,Wolves,4,Division 4C,Division 4C,REG
,5-Jan-26,Roughnecks - Game Theory,9,Renegades,0,Division 5A,Division 5B,REG
,5-Jan-26,Skateful Dead,3,Goal Diggers,5,Division 4A,Division 4A,REG
,5-Jan-26,BSOD,6,Top Cheddar,4,Division 4C,Division 5A,REG
,5-Jan-26,Skeletons,5,DevilFish,3,Division 4C,Division 4C,REG
,6-Jan-26,40+ Advanced Gritty Pylons,5,40+ Advanced Gratiot,4,40+ Advanced Winter 2026,40+ Advanced Winter 2026,REG
,6-Jan-26,Greasy Weasels,2,Buck Wild,4,Division 4B,Division 4B,REG
,6-Jan-26,White Yetis,6,Black Sheesh,4,Women''s Division Winter 2026,Women''s Division Winter 2026,REG
,6-Jan-26,Rink Flamingos,3,Grey Dust Bunnies,2,Women''s Division Winter 2026,Women''s Division Winter 2026,REG
,6-Jan-26,Night Owls,5,Mighty Mallards,1,Division 4B,Division 4B,REG
,6-Jan-26,40+ Advanced Tagami,2,40+ Advanced Falk,6,40+ Advanced Winter 2026,40+ Advanced Winter 2026,REG
,6-Jan-26,40+ Advanced Whiskey Dekes,1,40+ Advanced Bakers Dozen,6,40+ Advanced Winter 2026,40+ Advanced Winter 2026,REG
,6-Jan-26,LLUA,7,Edible Arrangements,2,Division 4C,Division 4C,REG
,6-Jan-26,Red Hots,1,Pineapple Express,6,Women''s Division Winter 2026,Women''s Division Winter 2026,REG
,6-Jan-26,Sirens,4,Blue Footed Bloobies,1,Women''s Division Winter 2026,Women''s Division Winter 2026,REG
,6-Jan-26,The Brigade,13,Pheasants,5,Division 2A+2B,Division 2A+2B,REG
,7-Jan-26,Puget Sound Pigeons,2,Koronis Motors,11,Division 3A,Division 2A+2B,REG
,7-Jan-26,Schilling Cider,4,Kraken Up,6,Division 4B,Division 4B,REG
,7-Jan-26,Chiefs,2,Mavericks,2,Division 2A+2B,Division 2A+2B,REG
,7-Jan-26,40+ Red Flags,5,40+ Carl's Seniors,2,40+ Winter 2026,40+ Winter 2026,REG
,7-Jan-26,Sabercats,5,Breakers,3,Division 3B,Division 3B,REG
,7-Jan-26,40+ Rough Draft,2,40+ Assisted Living,3,40+ Winter 2026,40+ Winter 2026,REG
,7-Jan-26,40+ Puck Dynasty,5,40+ Coldtimers,2,40+ Winter 2026,40+ Winter 2026,REG
,7-Jan-26,Chinooks,4,Maple Bars,3,Division 4A,Division 4A,REG
,7-Jan-26,Shockers,5,Bombers,3,Division 3B,Division 3B,REG
,7-Jan-26,40+ Mid-Ice Crisis,3,40+ Rusty Blades,5,40+ Winter 2026,40+ Winter 2026,REG
,7-Jan-26,40+ Gritty Pylons,5,40+ Geri Hat Tricks,0,40+ Winter 2026,40+ Winter 2026,REG
,8-Jan-26,Eagles,4,Rhinos,6,Division 3A,Division 3A,REG
,8-Jan-26,The Mighty Geoducks,5,Northwest Crabs,8,Division 2A+2B,Division 2A+2B,REG
,8-Jan-26,Mustangs,5,Seattle Supernova,2,Division 1A,Division 1A,REG
,8-Jan-26,Bar Down Transportation,8,The Herd,9,Division 3A,Division 3A,REG
,8-Jan-26,Red Dog,3,Pull Tab Bandits,2,Division 2A+2B,Division 2A+2B,REG
,8-Jan-26,Steelhead,2,Coconut Corgis,4,Division 4A,Division 4A,REG
,8-Jan-26,NW Stars,5,ALTP,2,Division 1A,Division 1A,REG
,8-Jan-26,Falcons,5,ESB,6,Division 1A,Division 1A,REG
,10-Jan-26,Doom Clouds,0,Purple Puck Eaters,7,Division 10A,Division 9B,REG
,10-Jan-26,Rainiers,6,Seattle Slapshots,0,Division 8B,Division 8B,REG
,10-Jan-26,Mighty Boosh,1,Rainier Reindeer HC-6B,3,Division 6B,Division 6B,REG
,11-Jan-26,Red Zeppelin,5,Ice Breakers,0,Division 10A,Division 10A,REG
,11-Jan-26,Beer Dragons,0,Spicy Kittens,5,Division 9B,Division 9B,REG
,11-Jan-26,Tropical Punchers,2,Golden Mules,0,Division 9B,Division 10A,REG
,11-Jan-26,Orange Crush,4,Mighty Moose,3,Division 9B,Division 9B,REG
,11-Jan-26,Yacht Flippers,2,Frozen Assets,4,Division 9A,Division 9A,REG
,11-Jan-26,Greasy Weasels,2,United-Cascade,7,Division 4B,Cascade Hockey League Fall 25/26 Inter-League,REG
,11-Jan-26,Winter 26 New Div 10 Purple,1,Banana Blades,5,Division 10A,Division 10A,REG
,11-Jan-26,Hungry Hatchlings,3,SEA Cucumbers,3,Division 8B,Division 8B,REG
,11-Jan-26,Khaos,6,Fighting Clams,2,Division 9A,Division 9A,REG
,11-Jan-26,Rainier Reindeers HC-9,4,Purple Reign,2,Division 9B,Division 9B,REG
,11-Jan-26,Glow Sticks,5,Blackouts,2,Division 8A,Division 8A,REG
,11-Jan-26,Edible Arrangements,2,Coppernails-Cascade,1,Division 4C,Cascade Hockey League Fall 25/26 Inter-League,REG
,11-Jan-26,Blades,4,Trash Pandas Garbage Legacy,0,Division 6D,Division 6D,REG
,11-Jan-26,Seals Lower,6,Chucklepucks,3,Division 7A,Division 7A,REG
,11-Jan-26,Birrds,6,Iced Awesome,2,Division 7B,Division 7B,REG
,11-Jan-26,Seal Team Sticks,1,Toe Dragons,2,Division 8B,Division 8B,REG
,11-Jan-26,Seattle Freeze,9,Cascadians HC,3,Division 7A,Division 7A,REG
,11-Jan-26,Ice-O-Topes,1,Fighting Saints-Cascade,4,Division 5A,Cascade Hockey League Fall 25/26 Inter-League,REG
,11-Jan-26,Barrel Aged Brewzers,2,Wranglers,5,Division 6D,Division 6D,REG
,11-Jan-26,Blackbirds,1,Gremlins Hockey,2,Division 9A,Division 9A,REG
,11-Jan-26,Trash Pandas 7 Landis,1,Not Sure 7A,3,Division 7A,Division 7A,REG
,11-Jan-26,Bandits,1,Roughnecks Mobile Infantry,3,Division 7B,Division 7B,REG
,11-Jan-26,Sockeyes Div 8,1,Scrooge McPuck,4,Division 8A,Division 8A,REG
,11-Jan-26,Raiders,4,Mudflaps,4,Division 6D,Division 6D,REG
,11-Jan-26,Stingers,1,Black Sheep-Cascade,4,Division 5C,Cascade Hockey League Fall 25/26 Inter-League,REG
,11-Jan-26,LKI,4,BLU Bombers,5,Division 7C,Division 7C,REG
,11-Jan-26,Los Tigres,5,Quacken,6,Division 7C,Division 7C,REG
,11-Jan-26,Fluffy Bunnies,1,Hampton West Hockey Club,1,Division 7B,Division 7B,REG
,11-Jan-26,Seattle Dogs,4,Pond Pigeons,4,Division 7C,Division 7C,REG
,11-Jan-26,Orcas,7,Spittin'' Llamas,1,Division 8A,Division 8A,REG
,12-Jan-26,Midnight Twist,2,Squids,2,Division 6A,Division 6A,REG
,12-Jan-26,Isotopes-Cascade,2,Skeletons,6,Cascade Hockey League Fall 25/26 Inter-League,Division 4C,REG
,12-Jan-26,Dumb Pucks,4,Jokres,4,Division 6B,Division 6B,REG
,12-Jan-26,Shockers,0,Grizzlies-Cascade,4,Division 3B,Cascade Hockey League Fall 25/26 Inter-League,REG
,12-Jan-26,Wolverines-Cascade,9,Steelhead,2,Cascade Hockey League Fall 25/26 Inter-League,Division 4A,REG
,12-Jan-26,WKUP-5,6,Gamblers,2,Division 5B,Division 5C,REG
,12-Jan-26,Bullets,1,Piranhas,4,Division 5C,Division 5C,REG
,12-Jan-26,Brewzers OGB,1,PussyCats,6,Division 6A,Division 6A,REG
,12-Jan-26,Real Bacon,2,Greenhorns,1,Division 6C,Division 6C,REG
,12-Jan-26,Flying Monkeys,6,Fossils,7,Division 6A,Division 6A,REG
,12-Jan-26,Maple Bars,4,Warriors - Cascade,5,Division 4A,Cascade Hockey League Fall 25/26 Inter-League,REG
,12-Jan-26,Monarchs 6C,2,Hackers,4,Division 6C,Division 6C,REG
,12-Jan-26,Honey Badgers,3,Coyotes,1,Division 6C,Division 6C,REG
,12-Jan-26,Dirty Couch Hockey Club,1,Icemen,4,Division 6B,Division 6B,REG
,13-Jan-26,Black Sheesh,3,Sirens,5,Women''s Division Winter 2026,Women''s Division Winter 2026,REG
,13-Jan-26,Cascade Lumberjacks-Cascade,6,Puckbuddies,10,Cascade Hockey League Fall 25/26 Inter-League,Division 3B,REG
,13-Jan-26,Blue Footed Bloobies,3,Red Hots,1,Women''s Division Winter 2026,Women''s Division Winter 2026,REG
,13-Jan-26,40+ Advanced Gratiot,4,40+ Advanced Falk,2,40+ Advanced Winter 2026,40+ Advanced Winter 2026,REG
,13-Jan-26,Tigers-Cascade,6,Sasquatch,7,Cascade Hockey League Fall 25/26 Inter-League,Division 3B,REG
,13-Jan-26,Top Cheddar,6,Renegades,7,Division 5A,Division 5B,REG
,13-Jan-26,Roughnecks - Game Theory,3,Dumpster Fire,3,Division 5A,Division 5A,REG
,13-Jan-26,Rink Flamingos,2,White Yetis,2,Women''s Division Winter 2026,Women''s Division Winter 2026,REG
,13-Jan-26,Skateful Dead,1,Night Owls,3,Division 4A,Division 4B,REG
,13-Jan-26,Pineapple Express,7,Grey Dust Bunnies,3,Women''s Division Winter 2026,Women''s Division Winter 2026,REG
,13-Jan-26,40+ Advanced Gritty Pylons,7,40+ Advanced Whiskey Dekes,4,40+ Advanced Winter 2026,40+ Advanced Winter 2026,REG
,13-Jan-26,40+ Advanced Bakers Dozen,2,40+ Advanced Tagami,4,40+ Advanced Winter 2026,40+ Advanced Winter 2026,REG
,13-Jan-26,MMHC,5,Breakers,0,Division 3B,Division 3B,REG
,14-Jan-26,Reapers,2,Trash Pandas 5B,2,Division 5B,Division 5B,REG
,14-Jan-26,Goal Diggers,14,Coconut Corgis,2,Division 4A,Division 4A,REG
,14-Jan-26,Wolves,3,BSOD,4,Division 4C,Division 4C,REG
,14-Jan-26,Bombers,0,Sabercats,3,Division 3B,Division 3B,REG
,14-Jan-26,Schilling Cider,3,LLUA,10,Division 4B,Division 4C,REG
,14-Jan-26,40+ Assisted Living,1,40+ Red Flags,6,40+ Winter 2026,40+ Winter 2026,REG
,14-Jan-26,Dead Rabbits,1,Hooligans,9,Division 4C,Division 4C,REG
,14-Jan-26,Mighty Mallards,6,Kraken Up,11,Division 4B,Division 4B,REG
,14-Jan-26,40+ Geri Hat Tricks,4,40+ Rusty Blades,3,40+ Winter 2026,40+ Winter 2026,REG
,14-Jan-26,Bar Down Transportation,6,Puget Sound Pigeons,4,Division 3A,Division 3A,REG
,14-Jan-26,DevilFish,3,Moose Knuckle,5,Division 4C,Division 4C,REG
,14-Jan-26,40+ Coldtimers,5,40+ Gritty Pylons,4,40+ Winter 2026,40+ Winter 2026,REG
,14-Jan-26,40+ Carl''s Seniors,1,40+ Mid-Ice Crisis,7,40+ Winter 2026,40+ Winter 2026,REG
,14-Jan-26,40+ Puck Dynasty,5,40+ Rough Draft,4,40+ Winter 2026,40+ Winter 2026,REG
,15-Jan-26,Northwest Crabs,8,Mavericks,5,Division 2A+2B,Division 2A+2B,REG
,15-Jan-26,Seagulls,4,Yetis,6,Division 5B,Division 5C,REG
,15-Jan-26,Chiefs,6,Pull Tab Bandits,3,Division 2A+2B,Division 2A+2B,REG
,15-Jan-26,The Brigade,3,Red Dog,2,Division 2A+2B,Division 2A+2B,REG
,15-Jan-26,Seattle Supernova,5,ESB,5,Division 1A,Division 1A,REG
,15-Jan-26,Falcons,5,NW Stars,7,Division 1A,Division 1A,REG
,15-Jan-26,Koronis Motors,4,The Mighty Geoducks,8,Division 2A+2B,Division 2A+2B,REG
,15-Jan-26,Rhinos,2,The Herd,3,Division 3A,Division 3A,REG
,15-Jan-26,ALTP,5,Mustangs,3,Division 1A,Division 1A,REG
,15-Jan-26,Pheasants,11,Eagles,5,Division 2A+2B,Division 3A,REG
,15-Jan-26,Seals 5D,7,Highlanders,4,Division 5D,Division 5D,REG
,16-Jan-26,Tropical Punchers,2,Beer Dragons,2,Division 9B,Division 9B,REG
,17-Jan-26,Winter 26 New Div 10 Purple,0,Ice Breakers,9,Division 10A,Division 10A,REG
,17-Jan-26,Rainier Reindeers HC-9,1,Orange Crush,2,Division 9B,Division 9B,REG
,17-Jan-26,Banana Blades,0,Red Zeppelin,11,Division 10A,Division 10A,REG
,17-Jan-26,Spicy Kittens,1,Mighty Moose,6,Division 9B,Division 9B,REG
,18-Jan-26,Rainier Reindeer HC-6B,6,Dumb Pucks,2,Division 6B,Division 6B,REG
,18-Jan-26,Yacht Flippers,4,Khaos,3,Division 9A,Division 9A,REG
,18-Jan-26,Quacken,5,BLU Bombers,6,Division 7C,Division 7C,REG
,18-Jan-26,Fluffy Bunnies,1,Birrds,1,Division 7B,Division 7B,REG
,18-Jan-26,Mudflaps,5,Blades,7,Division 6D,Division 6D,REG
,18-Jan-26,Raiders,1,Wranglers,7,Division 6D,Division 6D,REG
,18-Jan-26,Pond Pigeons,2,Los Tigres,2,Division 7C,Division 7C,REG
,18-Jan-26,Fighting Clams,3,Gremlins Hockey,7,Division 9A,Division 9A,REG
,18-Jan-26,Greenhorns,7,Honey Badgers,4,Division 6C,Division 6C,REG
,18-Jan-26,Doom Clouds,5,Golden Mules,0,Division 10A,Division 10A,REG
,18-Jan-26,Spittin'' Llamas,2,Blackouts,2,Division 8A,Division 8A,REG
